M40[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],M41[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485]
0.132776,0.0805224,0.0742564,0.0666836,0.0749771,0.116211,0.0729149,0.0531418,0.0654403,0.0531943,0.0606452,0.0499801,0.0616327,0.0726363,0.0568377,0.046588,0.0841708,0.0732139,0.155795,0.121826,0.107656,0.104295,0.111206,0.093783,0.0750979,0.0870041,0.0827296,0.096803,0.102081,0.123615,0.0785483,0.101807,0.0960398,0.0957979,0.0891964,0.0813174
0.122348,0.0658602,0.0730609,0.0599864,0.0740055,0.107476,0.0784747,0.0591406,0.0807468,0.0629333,0.049428,0.0430595,0.061486,0.0757918,0.0518213,0.061713,0.0848153,0.0646225,0.12265,0.118474,0.0895969,0.0890664,0.0953945,0.0792823,0.0655803,0.0700337,0.0832543,0.0884485,0.0919793,0.117199,0.0840133,0.110385,0.0706495,0.0860496,0.0897231,0.0696715
0.125693,0.0842244,0.0728621,0.0709449,0.0853726,0.104568,0.0784509,0.0556343,0.0739954,0.0593713,0.0558351,0.0540937,0.0647093,0.0837045,0.0641866,0.0551918,0.0967006,0.0739279,0.108294,0.0914697,0.0855547,0.0781351,0.0801762,0.0760501,0.0708689,0.0733405,0.0704206,0.0835464,0.0790675,0.103767,0.0675043,0.0895479,0.0691493,0.0706909,0.0745176,0.0663856
0.125477,0.081927,0.0690227,0.070163,0.0809498,0.102092,0.0840767,0.0646493,0.0774735,0.0625972,0.0520917,0.0457829,0.069194,0.0762708,0.0633809,0.0660657,0.0955698,0.0792458,0.133808,0.0979126,0.0872251,0.100349,0.100825,0.0739597,0.0789472,0.0731396,0.0736425,0.0889987,0.0968293,0.116589,0.0877128,0.0958806,0.0937377,0.0955395,0.0811123,0.0761348
0.127344,0.0804082,0.0729357,0.0648154,0.0731594,0.100367,0.0629485,0.0527761,0.0656093,0.0530883,0.0633281,0.0385976,0.0724314,0.0732824,0.047285,0.0558122,0.092131,0.0663081,0.130468,0.0981478,0.0783773,0.0909163,0.0898004,0.0731027,0.0668487,0.0741634,0.0773495,0.075059,0.0858842,0.0994914,0.0660307,0.0985364,0.0764599,0.081594,0.0749353,0.0767312
0.115516,0.0692431,0.0548628,0.0554409,0.0706333,0.092694,0.0693722,0.0506644,0.0670953,0.0437634,0.0474594,0.0510719,0.061461,0.0738727,0.0541955,0.0478138,0.0912582,0.0595959,0.136488,0.106058,0.0907349,0.0988718,0.0881893,0.0864688,0.0732081,0.0738535,0.0713342,0.0855281,0.101556,0.11663,0.0796869,0.0945749,0.0772804,0.0917709,0.0726099,0.0766744
0.118556,0.0722103,0.0623675,0.0576667,0.0815541,0.0923364,0.0771283,0.0436129,0.0660736,0.0621126,0.0616341,0.0384211,0.0711488,0.0710045,0.0489075,0.055361,0.0930709,0.0725637,0.130852,0.100996,0.0866725,0.0985934,0.0888938,0.0813465,0.0700603,0.0880092,0.0843541,0.0946672,0.100642,0.116056,0.0820285,0.0878798,0.0871236,0.0835659,0.0670892,0.0734891
0.1199,0.0837938,0.0703984,0.0609295,0.0798175,0.0937664,0.0625086,0.0491627,0.070184,0.0542898,0.0475081,0.0419076,0.0587976,0.071044,0.0445077,0.057542,0.0792432,0.0719137,0.120589,0.0839458,0.0788637,0.0871425,0.0770778,0.0783701,0.0603451,0.0667439,0.0666278,0.0730516,0.0811619,0.0928387,0.067347,0.092518,0.0702101,0.0822126,0.0595639,0.072808
0.123163,0.0711434,0.0701479,0.0621532,0.0702506,0.0974996,0.0787234,0.0586382,0.067384,0.0553408,0.0446605,0.0533105,0.0666671,0.0771998,0.058006,0.0516405,0.0919391,0.0742078,0.14109,0.119856,0.0891088,0.0873292,0.0955758,0.0789781,0.0804369,0.0776829,0.0775316,0.092453,0.0954302,0.119354,0.0868119,0.0976189,0.0860694,0.0890306,0.0787038,0.0800339
0.129047,0.0783084,0.0757234,0.0681097,0.0872622,0.115039,0.0747706,0.0578716,0.0663469,0.0584453,0.0554827,0.0490705,0.0718029,0.0871152,0.052721,0.0539815,0.0849166,0.0692656,0.131126,0.111523,0.0929248,0.0910978,0.09435,0.077272,0.0712519,0.0813719,0.0822133,0.0868603,0.0981276,0.113942,0.0750783,0.10825,0.0804921,0.0834792,0.0773883,0.0759058
0.127704,0.0847309,0.0736011,0.0668008,0.078285,0.104675,0.0704297,0.0561439,0.0706914,0.0564977,0.0572388,0.0536221,0.0682733,0.0728503,0.0550521,0.0626657,0.0946695,0.0707323,0.132274,0.113768,0.101465,0.101038,0.091302,0.0891739,0.0794183,0.0796102,0.0788164,0.0939077,0.101137,0.119386,0.087093,0.105392,0.0874638,0.0988963,0.0878153,0.0782002
0.131503,0.0915481,0.0817336,0.0823658,0.0841609,0.106583,0.0850684,0.0563204,0.0717341,0.0758647,0.0571712,0.0530189,0.0796774,0.081692,0.061851,0.0610682,0.0877406,0.0804945,0.135566,0.114647,0.0875867,0.0963722,0.103366,0.0842123,0.0710762,0.0761758,0.073184,0.088067,0.0986054,0.114923,0.0756563,0.0987149,0.0895389,0.0857687,0.0787379,0.0824393
0.126457,0.0928852,0.0834718,0.0724426,0.0915273,0.114526,0.0751285,0.0585417,0.0815653,0.0679705,0.0612225,0.0563921,0.074301,0.0855356,0.0518388,0.065597,0.0944185,0.0768157,0.141906,0.113693,0.0967786,0.102097,0.0953182,0.0810273,0.083303,0.0864606,0.0836651,0.0970563,0.100849,0.125273,0.0851288,0.108294,0.0885721,0.0909551,0.090299,0.0729423
0.131286,0.08854,0.0794811,0.0686554,0.0875063,0.110965,0.0815881,0.0650986,0.0871958,0.0730618,0.0571763,0.0558104,0.0747969,0.0796504,0.0587059,0.0582865,0.098409,0.0838574,0.135807,0.115741,0.0964037,0.102275,0.105633,0.0864309,0.0827126,0.0820197,0.0865486,0.0946153,0.101024,0.117941,0.0923915,0.114507,0.0927648,0.102887,0.0890691,0.0836856
0.129576,0.0929863,0.0877761,0.0692251,0.0916735,0.113953,0.0848503,0.0652862,0.0822142,0.0717157,0.0571636,0.0558017,0.0766887,0.0814412,0.0540614,0.0562818,0.0930812,0.078905,0.147076,0.117461,0.0973528,0.108837,0.10487,0.0882798,0.0835355,0.0829195,0.0902225,0.0988934,0.107173,0.134918,0.0938338,0.117721,0.0928647,0.104765,0.0900984,0.0844937
0.137845,0.0908353,0.0900598,0.074733,0.0936599,0.123363,0.0902265,0.0622227,0.0816172,0.0677263,0.0609733,0.0568748,0.080265,0.0795582,0.0612198,0.0581423,0.0948992,0.0856025,0.143866,0.113928,0.101317,0.109386,0.104256,0.0955858,0.0889471,0.0908252,0.0823309,0.100455,0.109896,0.126348,0.0894681,0.109418,0.102262,0.1042,0.0882748,0.0869861
0.142158,0.103565,0.0912638,0.0869058,0.0947941,0.122552,0.0882931,0.0687542,0.0867115,0.075584,0.0665158,0.0551416,0.0786254,0.0861859,0.0645072,0.0648789,0.0978458,0.0905847,0.152902,0.13017,0.114299,0.11959,0.11556,0.102243,0.0984183,0.10043,0.0980904,0.113749,0.123407,0.137394,0.104142,0.127414,0.113209,0.11906,0.100325,0.102406
0.137325,0.0953825,0.0894474,0.0767223,0.0919748,0.1248,0.0889837,0.0625995,0.075049,0.0684884,0.0630287,0.0495105,0.0741487,0.0798753,0.0621575,0.0583189,0.0922322,0.0768494,0.152641,0.130583,0.109194,0.107397,0.117596,0.100773,0.0876274,0.100039,0.0996351,0.115708,0.119018,0.137333,0.102064,0.121489,0.10357,0.10837,0.101198,0.0962718
0.145666,0.0987749,0.0894435,0.0823045,0.0913588,0.125073,0.0898587,0.0681167,0.0818936,0.0775232,0.0657118,0.0575111,0.0778824,0.0839272,0.0655821,0.0630163,0.0969536,0.0823237,0.153336,0.125405,0.113857,0.111568,0.110915,0.104084,0.0975612,0.098926,0.0934977,0.104853,0.121278,0.135812,0.10953,0.123163,0.110946,0.107756,0.0952457,0.0898672
0.151861,0.0967721,0.0905321,0.0729648,0.0900296,0.120357,0.0857472,0.0613796,0.0824995,0.0670882,0.0617441,0.0559788,0.0742707,0.0808,0.0610457,0.0603292,0.0955835,0.0765395,0.163664,0.128009,0.113093,0.118371,0.114529,0.0989509,0.0921317,0.0954429,0.101943,0.111698,0.124539,0.142582,0.111853,0.121587,0.107844,0.10978,0.0977494,0.0973084
0.153785,0.107776,0.0936944,0.0768976,0.101197,0.117464,0.0931049,0.0670916,0.0884211,0.0751493,0.0625224,0.0589217,0.0820349,0.0852111,0.0667153,0.066424,0.098104,0.0844359,0.171797,0.139524,0.111633,0.116634,0.113836,0.0990243,0.0916387,0.0998477,0.0979505,0.119099,0.121453,0.139672,0.106273,0.126152,0.107743,0.113532,0.105596,0.0943327
0.160152,0.0982829,0.0910032,0.0834665,0.0897479,0.11721,0.0849649,0.0630568,0.0835216,0.0698572,0.0626238,0.0487435,0.0744738,0.0880282,0.062811,0.0597227,0.0964632,0.0791412,0.18159,0.130221,0.11899,0.112505,0.116597,0.104541,0.100519,0.102365,0.0941902,0.111703,0.121931,0.141868,0.102686,0.124288,0.104903,0.107771,0.0976008,0.0932327
0.137789,0.0835841,0.0742106,0.0674437,0.0821796,0.108153,0.0717828,0.0540114,0.0681827,0.0570801,0.0474301,0.0419958,0.0683245,0.0694939,0.0524347,0.0450964,0.0900874,0.0694005,0.172406,0.128097,0.104307,0.10294,0.110358,0.0937042,0.0852374,0.0919788,0.0874262,0.101486,0.113806,0.127166,0.0952525,0.113883,0.0952119,0.101827,0.0932708,0.086323
0.15844,0.0936039,0.0819193,0.068408,0.0873929,0.110575,0.0836403,0.0577859,0.0783609,0.0741811,0.0633878,0.0497112,0.074983,0.0944741,0.0637946,0.0595761,0.0911881,0.0797863,0.169873,0.118735,0.0975012,0.105521,0.10213,0.0987233,0.0833625,0.0905464,0.0926215,0.0936839,0.106184,0.122483,0.0821247,0.11293,0.0960576,0.100209,0.0898054,0.0829639
0.135575,0.0720042,0.0672495,0.0521272,0.0714275,0.0965475,0.0639339,0.0446322,0.0698824,0.0557859,0.0354731,0.0388394,0.0480743,0.071143,0.0488957,0.0388855,0.0836304,0.0631608,0.15348,0.11415,0.0909302,0.0914703,0.0899888,0.0860344,0.072685,0.0721336,0.0790444,0.0958398,0.101559,0.107852,0.0793454,0.102178,0.0910803,0.0880572,0.0773522,0.0705986
0.11809,0.0705278,0.0625216,0.0545309,0.0702659,0.0929962,0.0657717,0.0408892,0.0615922,0.0430611,0.0417105,0.0267682,0.0529199,0.0662054,0.0415849,0.0446013,0.0792357,0.0744632,0.142219,0.101943,0.0793957,0.0956257,0.0924075,0.0664805,0.0598471,0.0673148,0.073031,0.0910871,0.0976512,0.102918,0.0772924,0.0842515,0.0717176,0.0855795,0.0768564,0.0559097
0.116476,0.0735816,0.0482842,0.0509766,0.0633983,0.0951857,0.0630871,0.0384583,0.0582528,0.0504017,0.047309,0.0397046,0.0605288,0.0780251,0.0398008,0.0521555,0.0888219,0.0649271,0.106157,0.0967827,0.0679892,0.0845404,0.0742178,0.0677887,0.0603107,0.064781,0.0556614,0.0664464,0.0840747,0.0891344,0.047905,0.0800372,0.0622273,0.072552,0.0628369,0.059855
0.111938,0.0573635,0.060191,0.0499798,0.0655564,0.0859051,0.0597908,0.0356355,0.0610352,0.0417362,0.0393751,0.0285468,0.0594148,0.069521,0.0507239,0.0470562,0.0764812,0.0517888,0.128051,0.0803167,0.0654059,0.0776633,0.0791573,0.0539812,0.048998,0.0586229,0.065349,0.0689919,0.079799,0.097267,0.0557596,0.0800358,0.0680257,0.0677235,0.0689524,0.0558376
0.124752,0.0666013,0.0639152,0.0476085,0.0695536,0.0947173,0.0580091,0.0455913,0.0669881,0.0553004,0.0476644,0.0556515,0.0544639,0.0738881,0.0540944,0.0509203,0.0884524,0.080192,0.111324,0.0893548,0.0688416,0.0755766,0.0778454,0.0592097,0.0494014,0.0599828,0.0583248,0.0715401,0.0799657,0.0922519,0.0489816,0.0795482,0.0694166,0.0746093,0.0541174,0.0531954
0.12214,0.0568853,0.0593223,0.0647682,0.0693131,0.092921,0.0676746,0.04581,0.0724336,0.0401755,0.0400521,0.037598,0.0594885,0.0685379,0.0588283,0.0459018,0.07624,0.0654854,0.103965,0.0792512,0.06021,0.0559411,0.0675337,0.0557855,0.0353304,0.0552607,0.0528044,0.0662106,0.0654571,0.0898363,0.0455545,0.0765118,0.0527166,0.0671913,0.0483885,0.0383532
0.125818,0.0906483,0.0797344,0.0699518,0.0795304,0.109563,0.0613152,0.0644792,0.071026,0.0742859,0.0634366,0.0596912,0.0721833,0.0809454,0.069186,0.0587569,0.0941471,0.0870558,0.117791,0.0918806,0.0792259,0.0746318,0.0714046,0.0600821,0.0578083,0.0616805,0.0604576,0.0751415,0.0853766,0.103551,0.0555919,0.0760331,0.0617528,0.0713919,0.0630539,0.0633816
0.107405,0.0808357,0.062258,0.0612103,0.0620711,0.089729,0.0724001,0.0571214,0.0589309,0.059851,0.0526511,0.0429143,0.0630094,0.0747306,0.0592584,0.054783,0.0898079,0.0658237,0.113381,0.0916035,0.0627351,0.0735036,0.0790169,0.0603908,0.0613439,0.0664003,0.0636074,0.0701392,0.0787024,0.0938323,0.0686837,0.0960277,0.0738428,0.0767876,0.066328,0.058659
0.113015,0.077758,0.0645715,0.0576321,0.0609624,0.0940735,0.0760491,0.0563886,0.0617202,0.0545835,0.047624,0.0549752,0.0644365,0.0690534,0.0457896,0.057946,0.0902567,0.0772087,0.121212,0.0823061,0.0786141,0.0750968,0.0785125,0.0611601,0.0542133,0.0696867,0.0639319,0.0709702,0.0837987,0.099273,0.0585664,0.082306,0.0758506,0.0742488,0.0638064,0.0539011
0.117233,0.0658414,0.0590003,0.0577849,0.0731422,0.0845718,0.0634167,0.0422241,0.0673016,0.0468497,0.0351298,0.0375735,0.0497721,0.0643917,0.0461805,0.0498607,0.0694207,0.0642548,0.104067,0.0727547,0.0672453,0.0765798,0.0749976,0.0552655,0.0516357,0.0527071,0.0614044,0.0700663,0.0754821,0.0863564,0.0679529,0.0788645,0.0685909,0.0709063,0.0594257,0.0480876
0.11586,0.0690093,0.0614879,0.0531635,0.073047,0.0937866,0.0630068,0.0398152,0.0558519,0.0521321,0.0406452,0.0239807,0.0551947,0.0737285,0.0462879,0.0483945,0.0797544,0.0732874,0.13351,0.101005,0.0865418,0.0952758,0.0787648,0.0848027,0.0651939,0.0767959,0.0720465,0.0944332,0.0967577,0.111586,0.0761796,0.0993099,0.0831934,0.0862771,0.0750304,0.0791513
0.120591,0.0722136,0.0623708,0.0506283,0.0657121,0.101198,0.0727671,0.046559,0.0732048,0.0643646,0.0471601,0.0423717,0.0564443,0.0717621,0.0636489,0.065142,0.0805827,0.0746077,0.126378,0.106341,0.0927737,0.0963291,0.0957044,0.0891044,0.074815,0.0696272,0.0698711,0.0863696,0.10676,0.114775,0.0839873,0.0991654,0.0751625,0.100338,0.0842787,0.0834472
0.120982,0.076919,0.0687981,0.0592764,0.0685788,0.114964,0.0745247,0.0555215,0.0786349,0.064431,0.0552652,0.0477704,0.0700082,0.0794722,0.0492882,0.0494477,0.0875819,0.075237,0.127333,0.0887373,0.0813929,0.0815599,0.0805421,0.0620919,0.0707086,0.0691996,0.0642908,0.0718009,0.0790378,0.101938,0.0617989,0.0849887,0.0808135,0.0696506,0.0492914,0.0651999
0.115587,0.062271,0.0576229,0.0569316,0.0672011,0.102972,0.061062,0.044669,0.0640292,0.0483686,0.0450875,0.0346699,0.0457,0.0696396,0.0437928,0.0469722,0.0852659,0.0631376,0.119288,0.107648,0.0958832,0.0823714,0.0775876,0.0688298,0.0626613,0.0700863,0.0675711,0.0909321,0.0972148,0.101154,0.079502,0.100558,0.085597,0.0852099,0.0780075,0.0635957
0.126798,0.0880506,0.0760418,0.0616025,0.0792457,0.103048,0.077191,0.0550055,0.0749468,0.0583977,0.0644092,0.0503201,0.076931,0.0843525,0.0526687,0.0627143,0.0890593,0.0848598,0.128176,0.101807,0.0871178,0.0965371,0.0888795,0.0844993,0.0806258,0.0832964,0.0719927,0.0881145,0.0937379,0.10985,0.0824237,0.103788,0.0878448,0.0881057,0.080659,0.0776389
0.119606,0.0772045,0.0637563,0.063072,0.0840287,0.102076,0.0678781,0.0543059,0.0723661,0.0643555,0.0588095,0.0484925,0.0631446,0.0788221,0.056805,0.0403293,0.0903515,0.074154,0.126134,0.118797,0.0947896,0.0913688,0.0910134,0.0903858,0.0772111,0.0753101,0.0768692,0.0834766,0.0964553,0.108311,0.0799463,0.100864,0.0890983,0.0852178,0.0820514,0.0723259
0.109478,0.071899,0.0733248,0.0520742,0.0694781,0.0971429,0.0688635,0.0481211,0.0732638,0.0644367,0.0537859,0.0404505,0.0558167,0.0718985,0.0457993,0.0610108,0.0787989,0.0621314,0.136429,0.097012,0.0966213,0.0929119,0.098292,0.0824898,0.0773563,0.0836063,0.0873869,0.0869671,0.103334,0.11461,0.0839885,0.104925,0.0928463,0.098305,0.0831267,0.0835509
0.128264,0.0934085,0.0941839,0.071103,0.0950146,0.115066,0.0902545,0.0663368,0.0900917,0.0737161,0.0688591,0.0552918,0.0768059,0.0952145,0.069966,0.0650292,0.0978693,0.0870335,0.129672,0.107725,0.0924828,0.0985327,0.0965437,0.0849968,0.0774891,0.0886128,0.0844489,0.0920974,0.103928,0.116363,0.0964518,0.109468,0.0823057,0.0978571,0.0903542,0.0740288
0.134689,0.0939229,0.0928313,0.077345,0.095376,0.120496,0.0883791,0.0708178,0.0829536,0.0704456,0.0623058,0.0628628,0.0854101,0.0962081,0.0722361,0.0617527,0.107344,0.0901846,0.138814,0.125821,0.108382,0.102138,0.104241,0.0935763,0.0862949,0.0867846,0.0880356,0.100484,0.107545,0.122693,0.0971787,0.10765,0.100186,0.102012,0.0973352,0.0800892
0.136568,0.0985528,0.0910234,0.072451,0.0936197,0.108702,0.0939339,0.0731915,0.0875038,0.0720648,0.0677663,0.0548175,0.0766823,0.0899012,0.05786,0.0662282,0.102861,0.0836441,0.140419,0.116244,0.111402,0.106289,0.110854,0.0973947,0.0855151,0.0949624,0.0918718,0.101489,0.112474,0.140296,0.100897,0.117567,0.10252,0.110824,0.0949455,0.0865576
0.134708,0.100403,0.0953058,0.0763181,0.0951875,0.115127,0.0837794,0.0657465,0.0818243,0.0695134,0.0686836,0.0572628,0.0826756,0.0897966,0.0651285,0.0596091,0.0938391,0.0796429,0.140661,0.133981,0.100321,0.107708,0.106801,0.0992823,0.0847387,0.0880105,0.0872628,0.102785,0.114395,0.127922,0.0964452,0.120873,0.10146,0.105856,0.0979916,0.0892012
0.139666,0.100113,0.0918339,0.0765517,0.101276,0.111474,0.0938633,0.0624521,0.0849383,0.0718562,0.0694112,0.0595794,0.0851431,0.0813994,0.0555021,0.0667655,0.0995547,0.0852786,0.140278,0.113675,0.100051,0.107325,0.110985,0.0858165,0.0898712,0.0893278,0.0914017,0.102888,0.10907,0.124241,0.100396,0.114988,0.101329,0.0977576,0.0955018,0.0875169
0.128817,0.090643,0.0886349,0.0743327,0.0902921,0.111639,0.0772856,0.0620747,0.0759175,0.0662447,0.063779,0.0533486,0.074395,0.0765918,0.0616939,0.0669812,0.0880811,0.074637,0.152656,0.134183,0.116251,0.114756,0.116092,0.109172,0.100278,0.101781,0.0984154,0.114978,0.120498,0.140509,0.110766,0.122735,0.11106,0.114612,0.103433,0.0960992
0.138819,0.0970334,0.0858882,0.0852359,0.095676,0.118581,0.0868785,0.0686122,0.0876641,0.0769527,0.0706679,0.0587298,0.0779534,0.0882957,0.0685802,0.0602709,0.100103,0.0908054,0.146158,0.125885,0.109918,0.112656,0.109969,0.108363,0.0921203,0.0944765,0.0917544,0.107897,0.116529,0.133624,0.0996734,0.125022,0.110877,0.112981,0.101139,0.0919439
0.138786,0.101909,0.0942123,0.0709165,0.102583,0.116537,0.0909997,0.0650252,0.0807799,0.0775931,0.063164,0.0531559,0.0756404,0.0857676,0.0628865,0.0600826,0.091777,0.0773969,0.139117,0.119563,0.102239,0.103369,0.104626,0.093473,0.0821968,0.0877242,0.0929238,0.107558,0.113629,0.136017,0.0999217,0.113033,0.0975626,0.101262,0.0961914,0.0819352
0.144815,0.098056,0.0958899,0.08092,0.0898602,0.116019,0.0941805,0.0640568,0.0838033,0.0754642,0.0669442,0.0589698,0.0752227,0.0890199,0.0599744,0.064964,0.0957927,0.0841494,0.152353,0.123703,0.110964,0.116528,0.111965,0.101161,0.0904512,0.0949614,0.0902946,0.11463,0.122197,0.135388,0.107029,0.120626,0.111875,0.113477,0.0976524,0.0915807
0.142395,0.097474,0.0865867,0.0724774,0.0878048,0.11438,0.0878754,0.0613693,0.0787918,0.065508,0.060643,0.0475322,0.0728917,0.0802557,0.058723,0.0615608,0.0916829,0.07032,0.157704,0.131919,0.118359,0.117115,0.113694,0.102543,0.0948744,0.101119,0.091748,0.104311,0.117777,0.134414,0.103382,0.121252,0.106956,0.112099,0.0962999,0.0988225
0.147053,0.0984383,0.0942343,0.0793643,0.0994864,0.122251,0.0873583,0.0683687,0.0821105,0.0751425,0.0659431,0.0573325,0.0818064,0.0882874,0.0632083,0.0679726,0.102707,0.0875161,0.165892,0.135069,0.114569,0.116097,0.111495,0.103683,0.10037,0.0992245,0.100319,0.112844,0.127863,0.138272,0.10799,0.12606,0.11282,0.109764,0.106214,0.0929319
0.152523,0.0999284,0.0885996,0.0747039,0.088762,0.12015,0.0817703,0.060164,0.0846707,0.0705825,0.062357,0.0555574,0.0737833,0.0806941,0.0570615,0.0562681,0.0900584,0.0737271,0.168909,0.130651,0.105893,0.107504,0.108692,0.0977102,0.0911419,0.0890611,0.0928707,0.10294,0.112478,0.134243,0.102424,0.113907,0.100068,0.101257,0.0938259,0.0906591
0.153074,0.094752,0.0826892,0.0682648,0.0857722,0.11261,0.0763855,0.0615159,0.0827171,0.0622322,0.0568455,0.0554168,0.071164,0.0758714,0.0590991,0.0570815,0.0893406,0.0733679,0.174151,0.122922,0.105346,0.107549,0.105335,0.0948437,0.0853794,0.0908838,0.0869509,0.10114,0.115172,0.122943,0.101856,0.113934,0.100937,0.102734,0.0905825,0.0805921
0.152521,0.0950879,0.0762506,0.0713722,0.0881847,0.113008,0.0828296,0.0608701,0.0797629,0.0727268,0.0584897,0.0452942,0.072643,0.0848193,0.0688089,0.0548593,0.093688,0.0795857,0.165322,0.122973,0.0948565,0.0995403,0.102687,0.0890163,0.0803226,0.089294,0.0781097,0.0937473,0.10726,0.115805,0.0866139,0.10906,0.0871075,0.0959792,0.0818907,0.0785843
0.140841,0.0757737,0.0827472,0.0713786,0.0833875,0.0995757,0.076914,0.0547272,0.0662141,0.0641152,0.0537056,0.0528838,0.0620218,0.0780074,0.0589211,0.0621361,0.0895436,0.0748886,0.155821,0.115686,0.0890352,0.0929249,0.0918526,0.0874415,0.0758983,0.0716754,0.0741629,0.0920413,0.10247,0.119372,0.0773991,0.102898,0.0900186,0.0881537,0.0793556,0.0770004
0.114382,0.0585187,0.051797,0.0558081,0.072744,0.0935456,0.0762388,0.0533054,0.0562387,0.0643097,0.0480693,0.0392104,0.0683799,0.0738089,0.0512797,0.051171,0.0824902,0.0724325,0.112531,0.0997972,0.0788008,0.0792863,0.0758863,0.0701818,0.0629846,0.062312,0.0686223,0.0733679,0.0892914,0.102582,0.0680146,0.0804654,0.0687315,0.0755545,0.0633728,0.0557246
0.0997761,0.0597097,0.0402545,0.0365535,0.0556402,0.087849,0.0609984,0.0387295,0.0547153,0.0449335,0.0328618,0.0315745,0.0512721,0.063263,0.038964,0.0488807,0.0683596,0.0635771,0.106218,0.0905786,0.0603158,0.0693789,0.0805961,0.0533364,0.056546,0.0643544,0.05975,0.058638,0.0829495,0.105801,0.0618503,0.0789308,0.0610725,0.0601397,0.0588886,0.0449633
0.0974147,0.0546644,0.050147,0.0477182,0.0573612,0.0783714,0.0657115,0.0371653,0.0481341,0.0567612,0.0450768,0.0421181,0.0549295,0.0748517,0.0433438,0.0489363,0.0706768,0.0617439,0.0911157,0.0822988,0.0721493,0.0742681,0.0694607,0.0454878,0.0564323,0.0647422,0.0504454,0.0688997,0.0759557,0.0804959,0.0603894,0.0850909,0.0620254,0.0622216,0.0535407,0.0499111
0.0943696,0.068486,0.0649177,0.0433096,0.0607818,0.0888062,0.0497751,0.0431067,0.0637821,0.0516065,0.0357618,0.0348344,0.0632031,0.0615182,0.0470184,0.0440875,0.0866521,0.075902,0.104573,0.0895619,0.0629756,0.0731438,0.07119,0.0576251,0.0457287,0.0445331,0.0450209,0.0575304,0.0750777,0.0910592,0.0646384,0.0904503,0.0545269,0.0733386,0.0499997,0.0525909
0.105827,0.0559292,0.0508238,0.0574684,0.0669713,0.0866579,0.058345,0.038039,0.0626236,0.0420653,0.0504233,0.0456934,0.0539422,0.0674057,0.0503772,0.050646,0.0716481,0.0779338,0.104598,0.0831957,0.0626604,0.0587427,0.0705969,0.0660147,0.0592061,0.0689337,0.0576598,0.0668432,0.0866867,0.0910095,0.0627362,0.0812806,0.062258,0.0688857,0.0709344,0.0469902
0.0892529,0.0526399,0.0527769,0.0548854,0.0623352,0.0870272,0.0553981,0.0431107,0.0559452,0.042331,0.0421622,0.0285993,0.0555083,0.0702871,0.0372144,0.0415435,0.0641557,0.0665737,0.105688,0.0836273,0.0772727,0.0756666,0.0880038,0.0575061,0.05321,0.0583655,0.0606946,0.0775696,0.0884019,0.10952,0.0587072,0.0907975,0.0779235,0.0718945,0.0615965,0.0576896
0.115088,0.0742712,0.0665155,0.0610563,0.0741616,0.106026,0.0764637,0.056512,0.0788864,0.060508,0.0543153,0.0538297,0.0751558,0.0808826,0.0582475,0.0554219,0.0976639,0.0775525,0.110618,0.0951654,0.0735486,0.0851654,0.064374,0.0665196,0.05374,0.0639711,0.060083,0.0733309,0.0866483,0.0923237,0.0629039,0.0890573,0.0713753,0.0724874,0.0526829,0.0618647
0.0943387,0.0571611,0.0545394,0.0380885,0.051115,0.0810985,0.0522438,0.0265227,0.0459586,0.0484573,0.045976,0.0409434,0.0436671,0.0781188,0.0439915,0.0384388,0.074084,0.0651611,0.102495,0.0737951,0.0661676,0.0639961,0.0797045,0.0587205,0.0625321,0.0558417,0.0582512,0.0675691,0.0784934,0.091563,0.0627077,0.0788419,0.0645559,0.0704539,0.0616309,0.0541785
0.106386,0.0494982,0.0658194,0.0373855,0.0532151,0.0767303,0.0592111,0.0346746,0.0462452,0.0363041,0.0322975,0.0272353,0.0481513,0.0646868,0.0334224,0.0433599,0.072575,0.055591,0.103433,0.0909999,0.0751308,0.0740817,0.0759424,0.0796297,0.0600177,0.0638622,0.076517,0.0761337,0.0762453,0.0917735,0.0611734,0.0935198,0.0769889,0.0730955,0.0626554,0.0563442
0.115363,0.0616857,0.068083,0.0681785,0.0778679,0.105622,0.0709655,0.0588704,0.0792426,0.0573248,0.0587209,0.0436182,0.0711205,0.0814183,0.0647138,0.0655561,0.0882825,0.0772117,0.126622,0.096248,0.084143,0.0806325,0.0866713,0.0686417,0.0527338,0.0745795,0.0704207,0.0845798,0.0782782,0.104419,0.0741284,0.0915983,0.0867501,0.0816752,0.0718238,0.0597956
