M40[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],M41[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485],[0.5752768485]
0.0715707,0.0364036,0.0382898,0.0196081,0.0462588,0.0763906,0.0485466,0.0201146,0.0469088,0.0347851,0.0290348,0.0243044,0.0449564,0.0527538,0.0421856,0.0340257,0.0697682,0.0630053,0.0521423,0.0403464,0.0358438,0.0395313,0.0434473,0.0306253,0.0171972,0.0155203,0.0222416,0.0296849,0.0385566,0.0601679,0.0248903,0.0394402,0.0254922,0.0295272,0.0249936,0.0162277
0.0776238,0.0400044,0.0474146,0.0337404,0.0489987,0.0733049,0.0469412,0.0280573,0.046326,0.0411636,0.0366346,0.0254339,0.0543139,0.0636479,0.0357922,0.0429832,0.0718078,0.0667896,0.0569907,0.0478302,0.038164,0.0498848,0.0472905,0.0333768,0.0199887,0.0241851,0.0168114,0.0391636,0.0451478,0.0606257,0.0257632,0.0464194,0.0337225,0.039901,0.0269847,0.0134251
0.071343,0.0486934,0.0428227,0.0274433,0.04884,0.0854535,0.0490694,0.0268362,0.0486463,0.0413665,0.03291,0.0235058,0.0479933,0.0575914,0.0379854,0.0439644,0.0704875,0.0644466,0.052609,0.0519015,0.0471616,0.044329,0.049839,0.0329982,0.0327035,0.0300274,0.0238488,0.0431879,0.0431914,0.0719849,0.0351414,0.0526919,0.0337126,0.0457846,0.0347112,0.0263457
0.0709406,0.0410953,0.042204,0.0235353,0.0432627,0.0733428,0.0407145,0.0300289,0.0424455,0.0416817,0.030501,0.021039,0.0422438,0.0513598,0.035089,0.0291964,0.0631662,0.059089,0.0511001,0.0521998,0.0388941,0.0469216,0.041668,0.02909,0.0226586,0.0248769,0.0287789,0.0380785,0.0482908,0.0601704,0.0379036,0.0482504,0.0351695,0.0423287,0.0305708,0.0248358
0.0717266,0.043389,0.0392523,0.0250101,0.0498721,0.0804917,0.0483027,0.0295584,0.0497456,0.041774,0.0305919,0.0279867,0.0470458,0.0595684,0.0421255,0.0367083,0.0725547,0.0583924,0.0414121,0.0482328,0.0429695,0.040576,0.0403139,0.0288622,0.0277009,0.0272445,0.0218088,0.0355689,0.0545099,0.0614164,0.0269659,0.0547699,0.0289677,0.0367042,0.0296907,0.0186543
0.0749131,0.0441889,0.0378182,0.0284044,0.0520929,0.0712818,0.0497755,0.0277671,0.043796,0.0352729,0.0340483,0.0236866,0.0525076,0.0588343,0.041103,0.0336577,0.0738551,0.0605202,0.0548274,0.0530498,0.0439782,0.0462695,0.0481394,0.0269763,0.019356,0.0232607,0.0268779,0.0435874,0.0488838,0.0647801,0.0286311,0.0556249,0.0378415,0.0378359,0.0307826,0.0250634
0.0699916,0.034801,0.0366273,0.0227872,0.0399434,0.0747497,0.0374472,0.0252965,0.0369224,0.0286799,0.0246926,0.0175138,0.0448758,0.0540416,0.0333191,0.0310977,0.0645239,0.0522254,0.047214,0.0417846,0.0336499,0.0345092,0.0314137,0.0267062,0.0124866,0.0194734,0.019511,0.0333277,0.0403655,0.0576494,0.0289043,0.0453547,0.0223774,0.0364722,0.0256206,0.0118176
0.0681557,0.0491232,0.039446,0.0291038,0.0442658,0.0731345,0.0461411,0.0247061,0.047411,0.0402321,0.0295074,0.0257841,0.0466094,0.0546208,0.0388426,0.0360523,0.0675152,0.0602959,0.0565698,0.0474979,0.0415963,0.0429967,0.0460704,0.0311324,0.0222964,0.0220821,0.0237788,0.0412716,0.0507499,0.0705218,0.03056,0.0534295,0.0368581,0.0407369,0.0311126,0.0255378
0.0651594,0.040198,0.030655,0.0245888,0.0437445,0.0709423,0.0408396,0.0176694,0.0413675,0.0401242,0.026227,0.0210343,0.0415844,0.0548486,0.0356982,0.0316683,0.0665904,0.0542417,0.052744,0.0496761,0.0382982,0.0396356,0.0398964,0.0320681,0.019178,0.0223965,0.0238949,0.0312477,0.0496983,0.0613425,0.0313799,0.0490399,0.0364715,0.044302,0.0281772,0.0211622
0.0765409,0.0404008,0.0395438,0.0274436,0.049251,0.0755062,0.043155,0.0272906,0.0398555,0.0378211,0.0299675,0.0220688,0.0445565,0.0577821,0.0338391,0.0303742,0.0674797,0.0544084,0.0567561,0.0518748,0.0522492,0.0520044,0.0473155,0.0358079,0.025766,0.0330467,0.0336646,0.0385385,0.0591036,0.0718773,0.0374666,0.0545976,0.0408504,0.0482379,0.0326761,0.0302459
0.0685846,0.0421101,0.0395937,0.0269925,0.0458065,0.0746051,0.0475251,0.0307783,0.0457055,0.0378755,0.0368194,0.0225464,0.0447553,0.053458,0.0391128,0.0397337,0.0723054,0.0558299,0.0518164,0.0471886,0.0442279,0.0391212,0.0438291,0.0259463,0.0237375,0.0296864,0.0213586,0.0360543,0.0446472,0.063428,0.0351135,0.0514548,0.0329147,0.0389021,0.0218725,0.0196183
0.0784873,0.0526122,0.0440535,0.0329372,0.0568862,0.0808092,0.0504984,0.0356172,0.0535231,0.0441944,0.038967,0.0310093,0.0489326,0.0589276,0.0361313,0.0418683,0.0751456,0.0618787,0.0537634,0.0462729,0.0398195,0.0457149,0.0438533,0.0329132,0.0194371,0.0293342,0.0219212,0.0418923,0.0514106,0.0590164,0.0308999,0.050314,0.0394046,0.0362377,0.0309795,0.0256286
0.0686064,0.0363256,0.0357274,0.0199368,0.0425378,0.0672637,0.0369446,0.0261455,0.0355947,0.0313635,0.0207445,0.0213503,0.0374718,0.0534584,0.0245305,0.0295807,0.0669716,0.0522435,0.0541442,0.049124,0.0420694,0.0516844,0.0437555,0.0344885,0.0275722,0.0309405,0.0303953,0.0384638,0.0477001,0.0643638,0.0401414,0.0492953,0.0333189,0.0441472,0.0283564,0.0216922
0.0660926,0.041158,0.0360452,0.0247044,0.0460987,0.0808501,0.0450501,0.0233174,0.0439764,0.0341487,0.0318597,0.0131085,0.0485927,0.0574017,0.0334731,0.0349325,0.0704753,0.0538216,0.0590626,0.0506489,0.0456576,0.0436297,0.0476989,0.0352087,0.0277173,0.0248325,0.0258634,0.0451659,0.0545769,0.0631938,0.0376216,0.0511107,0.0349399,0.0442515,0.0312128,0.023784
0.0778742,0.0406826,0.0415554,0.03221,0.0484283,0.0805439,0.0526961,0.0349973,0.0422525,0.0457106,0.0309391,0.0266684,0.0469367,0.0595875,0.0408788,0.0371348,0.0829526,0.0571149,0.0630696,0.0531558,0.0452539,0.0495654,0.043115,0.0349039,0.0276863,0.0322254,0.0246484,0.0332527,0.0480976,0.0678249,0.0361025,0.0556452,0.0389344,0.042645,0.0330498,0.0308706
0.0716648,0.0452785,0.048673,0.0265949,0.0503236,0.0794942,0.0437584,0.0334955,0.0421468,0.0348419,0.0348082,0.0305299,0.0478059,0.0589405,0.0362119,0.0380354,0.0706268,0.0574767,0.0482363,0.0551311,0.0445409,0.0427677,0.0402779,0.0336808,0.024385,0.0279699,0.0248696,0.036359,0.050188,0.0619673,0.0343435,0.0581831,0.0360885,0.0436908,0.0274006,0.0217921
0.0711023,0.0484842,0.0405191,0.0299094,0.0544489,0.0852382,0.058798,0.0349217,0.047345,0.0358732,0.0344493,0.0367245,0.0493626,0.0644257,0.0466004,0.0395015,0.0749502,0.0638343,0.0540947,0.0454257,0.0435477,0.0395544,0.0346845,0.0261248,0.0281994,0.0246691,0.0292629,0.0374755,0.0475379,0.0594404,0.0268793,0.058115,0.0327278,0.0412936,0.0232588,0.0283671
0.0643567,0.0429517,0.039758,0.027735,0.0531744,0.0756348,0.0530641,0.0256153,0.0503127,0.0286747,0.0360617,0.0189519,0.052043,0.0544476,0.0442632,0.0337926,0.066131,0.0614702,0.0658105,0.0471152,0.0483125,0.0484721,0.053992,0.0315977,0.0344528,0.0384505,0.0332675,0.0471637,0.0431238,0.0672315,0.0438153,0.0573582,0.0451444,0.0378428,0.0394784,0.0382861
0.0763936,0.0451082,0.042598,0.0349131,0.0589436,0.0878653,0.0624105,0.0311056,0.0484164,0.0462879,0.040944,0.0328428,0.0507514,0.0711237,0.0437389,0.0405407,0.0797197,0.0704871,0.0557946,0.0455058,0.0447148,0.0412044,0.0450808,0.0344644,0.0292341,0.027287,0.0223539,0.0399208,0.0456887,0.067522,0.0303339,0.0514763,0.0388057,0.0382533,0.0349851,0.0230445
0.074412,0.0480201,0.0388801,0.0326927,0.042478,0.0713755,0.0350084,0.026223,0.0497658,0.0348561,0.0373408,0.0258786,0.0509966,0.051409,0.0378738,0.0381526,0.0722281,0.0611503,0.0548009,0.0522789,0.0428664,0.05107,0.0558101,0.0313186,0.0289938,0.0327403,0.0315932,0.0368339,0.0568192,0.0699013,0.0393528,0.0548897,0.0391478,0.0422439,0.0335953,0.0283181
0.0844014,0.0453595,0.0504132,0.0294117,0.0484716,0.08491,0.049995,0.0376603,0.0509107,0.0423502,0.0408805,0.0313478,0.0566168,0.0689244,0.0491333,0.052271,0.0850145,0.0702391,0.0571951,0.0550733,0.0374992,0.0405286,0.0424168,0.0296133,0.0243908,0.0400493,0.0233086,0.0414834,0.053487,0.0686399,0.040077,0.0505385,0.0323425,0.0378412,0.0289072,0.0232609
0.0784289,0.0432557,0.0459755,0.0316758,0.0571661,0.0779082,0.048752,0.0312376,0.0504688,0.0543364,0.046044,0.0302007,0.0463138,0.0565332,0.0384885,0.0433706,0.0736953,0.0621007,0.0631797,0.0468165,0.0439011,0.0417777,0.0496123,0.0382896,0.0286128,0.0255475,0.0351017,0.040533,0.0522289,0.0770301,0.0274713,0.0479779,0.0385362,0.0402077,0.0372356,0.0262978
0.0628306,0.0421138,0.0422732,0.0245869,0.0417005,0.0763243,0.0493292,0.0323727,0.0437905,0.0361716,0.0384231,0.0222416,0.0460243,0.0603,0.0366859,0.0344167,0.0690413,0.0513522,0.0520128,0.0490399,0.0453417,0.0522027,0.0505811,0.039441,0.0338436,0.0236952,0.0252535,0.0402772,0.0515775,0.0763215,0.0348916,0.0586324,0.040401,0.041194,0.0296819,0.0232293
0.066342,0.0428702,0.0357287,0.0263128,0.0418566,0.0687327,0.0392913,0.0247006,0.0364267,0.0325297,0.023418,0.0223205,0.0464227,0.0494167,0.0248388,0.0386996,0.0740582,0.0590331,0.0584631,0.0532186,0.0431026,0.051597,0.049457,0.0409154,0.0322738,0.0288562,0.0243065,0.0403189,0.0489914,0.067034,0.0396252,0.0539661,0.0376329,0.0418206,0.0319939,0.0311066
0.0623658,0.0323517,0.0334899,0.028661,0.0414272,0.0681108,0.0385945,0.0238363,0.0444553,0.0324939,0.0256936,0.0197584,0.0396409,0.0532006,0.0249074,0.0383973,0.0638672,0.051556,0.0551721,0.0455746,0.0395243,0.0471597,0.0382297,0.0325788,0.024172,0.0307803,0.0207028,0.0327413,0.044744,0.0650347,0.0274697,0.0481468,0.0332509,0.0444801,0.0247035,0.0247862
0.0722759,0.0415835,0.0392818,0.0218707,0.0403612,0.0759201,0.0485283,0.0268836,0.0466438,0.0376336,0.0268819,0.0246113,0.0486551,0.0546471,0.0367003,0.0324398,0.0684607,0.0595612,0.0498596,0.0425767,0.0382024,0.0441777,0.0358078,0.0254857,0.0228369,0.0173679,0.0240742,0.0382726,0.0443485,0.0582456,0.0264047,0.0483562,0.0349585,0.0362576,0.0280355,0.0188781
0.071192,0.0424088,0.0337496,0.0215734,0.043816,0.0721756,0.0468514,0.0218568,0.0442656,0.0278532,0.0203111,0.0254644,0.0429287,0.0553397,0.040403,0.0351992,0.065363,0.0588117,0.0510688,0.0506326,0.0391473,0.0448056,0.0419803,0.0301927,0.0251534,0.027884,0.0236709,0.0419288,0.047708,0.0627756,0.0382668,0.0541027,0.0321786,0.0375438,0.0371304,0.0306401
0.0705624,0.0415333,0.039946,0.0262632,0.0468969,0.0699348,0.043737,0.0278452,0.0402201,0.0348694,0.0300452,0.020152,0.0511984,0.0603334,0.0320999,0.0346752,0.0740153,0.0589854,0.0579705,0.0576023,0.0472572,0.0544875,0.0502444,0.0372076,0.0261856,0.0301848,0.0262439,0.0388874,0.0509424,0.0658668,0.038528,0.0557341,0.0390835,0.0349734,0.0264775,0.0311704
0.0708041,0.0415253,0.0393652,0.0219747,0.0443817,0.0733329,0.0549307,0.0282989,0.0432515,0.0356233,0.0301937,0.0261917,0.0427033,0.0511572,0.0357555,0.0305989,0.0760215,0.0587326,0.058743,0.0533394,0.0479829,0.0496857,0.0403192,0.0308209,0.0229202,0.0341475,0.0243447,0.0486096,0.0507555,0.0650401,0.0368495,0.0551811,0.0374318,0.0461841,0.0398772,0.0239273
0.0696148,0.0485065,0.045531,0.0282344,0.045335,0.0799886,0.0514197,0.0392737,0.0449907,0.0413198,0.0340737,0.0288926,0.0477595,0.0618405,0.0375809,0.0400903,0.0695803,0.0627265,0.0608733,0.0538032,0.0467972,0.0578944,0.0508101,0.0303486,0.033281,0.0308623,0.030788,0.0471773,0.0542762,0.0672744,0.0462812,0.0605914,0.0342567,0.0444286,0.0339865,0.0297687
0.0724403,0.043474,0.0379798,0.0213872,0.0452454,0.0743693,0.0440708,0.0174873,0.0476215,0.0428341,0.0294293,0.0209976,0.0472219,0.0499453,0.0321514,0.0306274,0.0730394,0.0599173,0.0605355,0.0494682,0.0425738,0.0413919,0.0568648,0.0387846,0.0258002,0.0179912,0.0283876,0.0398285,0.0549065,0.0692509,0.0396263,0.0593304,0.0333848,0.0399763,0.0239648,0.0235496
0.0748532,0.0442877,0.0396973,0.0329634,0.0518447,0.0805466,0.0446629,0.0249341,0.0458816,0.0409728,0.0358683,0.0357648,0.0504818,0.0591838,0.03885,0.0430903,0.073017,0.0568442,0.0587755,0.0520947,0.0449328,0.0436547,0.0464684,0.0327696,0.0274496,0.0256023,0.0214155,0.0380912,0.0540195,0.0663699,0.0369972,0.0514709,0.0344034,0.0432152,0.0316393,0.0264373
0.0731819,0.0430315,0.0403369,0.0275597,0.0502517,0.0784144,0.049344,0.0343463,0.0437294,0.0407426,0.0318988,0.0244364,0.0478597,0.0554161,0.039062,0.0416459,0.073834,0.0643987,0.0458119,0.051865,0.0445439,0.0476869,0.0424218,0.0360477,0.0233552,0.0257014,0.0276802,0.0366804,0.0514121,0.0588592,0.0277612,0.0452579,0.0362586,0.0351334,0.0324032,0.0255319
0.0750758,0.0453803,0.0388457,0.0283129,0.0502906,0.0825979,0.0449384,0.0290076,0.0448169,0.0336815,0.0328744,0.0231429,0.0477274,0.0605368,0.0367137,0.0398923,0.0702385,0.0604351,0.0575609,0.0541187,0.0437555,0.0474141,0.0444259,0.0287381,0.0224959,0.0222981,0.025202,0.0421068,0.0482244,0.0668716,0.0328194,0.0499213,0.033129,0.0440396,0.0316479,0.0188601
0.0679094,0.0407141,0.0392694,0.0274081,0.0451415,0.0696661,0.0506088,0.0238146,0.0458178,0.0395988,0.0273008,0.0254126,0.0435221,0.0516308,0.0320799,0.0364278,0.0755422,0.0646054,0.0588787,0.0520262,0.0485555,0.0462648,0.0440946,0.0324043,0.0205127,0.0290472,0.0245951,0.0322748,0.0470855,0.0667651,0.0311052,0.0488831,0.0371334,0.0394199,0.0315866,0.028435
0.0740382,0.0409673,0.0391354,0.0268241,0.0444117,0.0730615,0.0446984,0.0312736,0.0452655,0.0427433,0.0308971,0.0290764,0.0413216,0.0591488,0.0388186,0.0342064,0.0748651,0.0610255,0.0572526,0.0509017,0.0461809,0.0408746,0.0443773,0.0291588,0.0267311,0.0270304,0.0295803,0.0380363,0.0519271,0.0648077,0.0300699,0.0503659,0.0328399,0.0448887,0.0345413,0.026034
0.0654379,0.0426166,0.041478,0.0264006,0.0473236,0.0709053,0.0419019,0.0195832,0.0447825,0.0344665,0.0294475,0.0206851,0.0523525,0.056491,0.0373327,0.035535,0.0686482,0.0537401,0.0655388,0.0547561,0.0445918,0.0468836,0.0458637,0.0314753,0.033166,0.0296273,0.0330003,0.0447053,0.0578077,0.0640767,0.0352166,0.055424,0.0380307,0.0431232,0.0353463,0.0244743
0.0664841,0.0373235,0.0455295,0.0205634,0.0430613,0.0686346,0.039547,0.0275037,0.0566296,0.0368785,0.0260898,0.0120732,0.0424412,0.0494231,0.0311877,0.0250888,0.0658741,0.0590307,0.0422964,0.0453099,0.0384323,0.0350564,0.040635,0.0254329,0.0140935,0.0199959,0.0175318,0.0252752,0.044514,0.0600474,0.0215739,0.0488114,0.0314705,0.0334558,0.0328004,0.0201877
0.0734877,0.0411485,0.0383546,0.0304236,0.0512195,0.078824,0.0436493,0.0227054,0.0384107,0.0387597,0.0271229,0.0265168,0.0493139,0.0578467,0.032853,0.0403353,0.0645891,0.0566211,0.0642342,0.0529983,0.0466997,0.0486463,0.0507351,0.0355169,0.0301702,0.0299612,0.0374429,0.0417951,0.0527319,0.0661615,0.0327613,0.055502,0.0369963,0.0429906,0.0351251,0.0231314
0.0811502,0.0581438,0.0502424,0.0376481,0.0549418,0.085115,0.0569993,0.0391438,0.0643572,0.0547018,0.0481391,0.0330379,0.0536218,0.0639839,0.0445707,0.0441188,0.0843882,0.0609952,0.0558298,0.0462365,0.0464679,0.0512121,0.0483022,0.0329398,0.0263262,0.0221876,0.0270685,0.0442236,0.0558928,0.0663588,0.0323681,0.0563481,0.0338352,0.0404385,0.0342481,0.0299035
0.0770384,0.0473911,0.0447816,0.0298429,0.0559904,0.0870018,0.0518494,0.0324248,0.0423694,0.0406958,0.0352404,0.028431,0.0545133,0.0595984,0.0462777,0.044529,0.0776536,0.0644813,0.0608687,0.0599083,0.0507175,0.0464032,0.0586137,0.0434793,0.031262,0.0277194,0.0288205,0.0477228,0.0554748,0.0690691,0.0357885,0.0489645,0.0433111,0.0439461,0.0354031,0.0243404
0.0676397,0.0409334,0.0440267,0.0286031,0.0387066,0.0785441,0.0407544,0.0351646,0.0496517,0.0368938,0.0264044,0.029911,0.0454536,0.0565022,0.0372494,0.0358989,0.06793,0.0657675,0.0531935,0.0532374,0.0435328,0.0540429,0.0440335,0.0401183,0.0280803,0.0230952,0.0294255,0.0433792,0.0589295,0.0692362,0.0395132,0.0590536,0.0463143,0.0428074,0.0281318,0.0292746
0.0798857,0.0520258,0.041919,0.0283056,0.0552993,0.0725249,0.0483832,0.0278832,0.0580086,0.0415846,0.0323069,0.0242571,0.0515188,0.058256,0.0418413,0.0451328,0.0740275,0.0702253,0.0628472,0.06281,0.0427216,0.0581729,0.0493797,0.0390539,0.0273697,0.0388477,0.0319201,0.0416987,0.0639314,0.0745659,0.0399047,0.052734,0.0460382,0.0410991,0.0421567,0.0309529
0.0683034,0.0386522,0.0285857,0.032996,0.0438905,0.0766779,0.0408047,0.0264743,0.0426176,0.0394126,0.0243256,0.0259018,0.0494268,0.0556129,0.0292903,0.0386439,0.0697796,0.0556084,0.0619428,0.0541302,0.0458282,0.0482162,0.0502351,0.0401536,0.0381031,0.0291674,0.0294909,0.0501943,0.0626655,0.0725526,0.0356746,0.0561731,0.0433751,0.0377642,0.0343123,0.0272892
0.0736177,0.0394147,0.0412892,0.0271198,0.0569869,0.0820493,0.0489179,0.0349644,0.0457846,0.0413311,0.0316643,0.032,0.0447314,0.0592952,0.0389455,0.0354033,0.0693857,0.0596406,0.0540422,0.0413918,0.0416666,0.0467665,0.0419704,0.0309139,0.0133536,0.0235555,0.0216386,0.0329832,0.0355118,0.0691745,0.0271766,0.0506834,0.0306977,0.0401689,0.0275674,0.0207806
0.0606649,0.0324557,0.030426,0.0193529,0.0282799,0.0632375,0.035659,0.02327,0.0369022,0.0312066,0.0198224,0.0192324,0.0329691,0.0445177,0.0271558,0.0304658,0.0666986,0.0528286,0.0561783,0.0494728,0.0453627,0.0484739,0.0420967,0.031583,0.0226702,0.0291504,0.0205176,0.0477307,0.049397,0.0621587,0.030564,0.0508271,0.0369758,0.0424279,0.0292355,0.0224885
0.079773,0.0556683,0.0541816,0.039578,0.0532666,0.0848585,0.0582179,0.0418248,0.0543335,0.0415715,0.0453435,0.0300832,0.0551189,0.0702038,0.048253,0.0523946,0.0751297,0.0683804,0.0623671,0.0588982,0.0488349,0.0506517,0.0462357,0.035806,0.0270174,0.0291102,0.032142,0.0387727,0.0490445,0.0701294,0.0390544,0.0534707,0.0299226,0.0432686,0.0280251,0.0251602
0.0721489,0.0514571,0.0470686,0.0327768,0.0429088,0.0770771,0.0510057,0.0338286,0.0491001,0.0414057,0.0404311,0.0290975,0.0473449,0.0670407,0.0373853,0.0341979,0.0755985,0.0603605,0.0596028,0.0528951,0.042916,0.0442251,0.0395681,0.0327542,0.0215811,0.0274801,0.0269479,0.0397434,0.0495288,0.0632561,0.0349171,0.0534481,0.0385215,0.0390208,0.0246653,0.0175974
0.0697958,0.0441239,0.0419788,0.0297597,0.0487185,0.0773126,0.0469015,0.0325729,0.0469,0.0336765,0.0340436,0.0246327,0.0476788,0.0574769,0.0356917,0.0432904,0.0768708,0.0559169,0.0587065,0.0516506,0.0415367,0.0457383,0.0483347,0.0351595,0.0251486,0.0248784,0.0323197,0.0454054,0.0478275,0.0600118,0.0313045,0.0513792,0.0427759,0.0367252,0.0368849,0.0232711
0.071685,0.0401797,0.0438598,0.029728,0.0401655,0.0755781,0.0460501,0.0242505,0.0446855,0.0337145,0.0291435,0.0268405,0.0470813,0.0513886,0.0374608,0.0361258,0.0725989,0.0568374,0.0573995,0.0508589,0.0400613,0.0437752,0.0382936,0.0351659,0.0143755,0.0343877,0.0298426,0.0361809,0.0465883,0.056657,0.032597,0.0576517,0.0347698,0.0378939,0.0255996,0.0241792
0.0639873,0.0321376,0.0401309,0.0254433,0.038346,0.0731762,0.047783,0.0302223,0.0432112,0.0389949,0.02783,0.0160005,0.0460058,0.0578588,0.0274322,0.0356559,0.0683834,0.0553125,0.052728,0.0492313,0.0443207,0.0499405,0.0471185,0.0354411,0.0216787,0.032188,0.0258393,0.044043,0.0454889,0.0618201,0.035143,0.0503127,0.0374934,0.0435125,0.0256264,0.0270564
0.0635091,0.0387394,0.0305488,0.0184232,0.0454023,0.0671253,0.0381295,0.0235485,0.046218,0.0362172,0.0295631,0.0189176,0.0477309,0.0555723,0.0327696,0.0347346,0.061018,0.0515056,0.056389,0.055779,0.0464638,0.046014,0.0435424,0.0331067,0.0254854,0.0301918,0.0235939,0.040371,0.0577936,0.063606,0.0373016,0.055999,0.0395447,0.0437442,0.0288598,0.0242102
0.056636,0.0336601,0.0307189,0.0171639,0.0374385,0.0648976,0.0392802,0.0194974,0.0317163,0.0230216,0.0224083,0.00625854,0.0368091,0.0458531,0.0337795,0.0285535,0.0567931,0.0450625,0.0678066,0.058285,0.0585166,0.0602558,0.055254,0.0413232,0.0371623,0.0348021,0.0298883,0.043071,0.0673847,0.0777923,0.0354106,0.0634581,0.0400047,0.0552318,0.0442852,0.0275933
0.0669525,0.0450657,0.0380184,0.0273948,0.0462642,0.0825399,0.050991,0.0251034,0.0450286,0.0307684,0.0362604,0.0266438,0.0486806,0.0499139,0.0394887,0.0477829,0.0778265,0.0596685,0.0501951,0.0460501,0.0381397,0.0384609,0.0392874,0.0316621,0.0166384,0.0299202,0.0241704,0.022491,0.0451344,0.0566109,0.0298277,0.0410277,0.0288584,0.0384491,0.0300015,0.0230533
0.0724751,0.045717,0.0413478,0.0190787,0.0568381,0.0700719,0.0536892,0.026486,0.0464242,0.034965,0.026928,0.0238985,0.043467,0.0495284,0.0388198,0.0317435,0.0761551,0.0568712,0.0557241,0.0598368,0.0451982,0.0620517,0.0457972,0.0420151,0.0289687,0.0333555,0.039771,0.0493607,0.0517204,0.0706087,0.0400961,0.0543715,0.0381595,0.0428179,0.0317597,0.0229839
0.0761559,0.0376063,0.0397789,0.029406,0.0456787,0.077043,0.0454718,0.0294398,0.0370883,0.0321357,0.0267452,0.0270706,0.0446399,0.0583475,0.0319285,0.0395475,0.067539,0.0590754,0.057695,0.0579739,0.0463585,0.0445511,0.0469681,0.0352945,0.0267541,0.0339167,0.0266947,0.0423766,0.0476231,0.0681801,0.0339702,0.0518022,0.0336002,0.0406669,0.0319577,0.0278576
0.0689749,0.0455065,0.0366196,0.025907,0.0398644,0.0788429,0.0370003,0.027408,0.0362669,0.0341885,0.0344664,0.0198047,0.0465361,0.0566486,0.033735,0.0287625,0.0749129,0.0597634,0.0559721,0.051663,0.0450251,0.0446764,0.0392832,0.0307637,0.0250761,0.0288003,0.0230369,0.0364069,0.0497738,0.0634027,0.0314239,0.05429,0.0352737,0.0340143,0.0237908,0.0258895
0.0684269,0.0470135,0.0361085,0.0285475,0.0406834,0.075315,0.0454202,0.0239849,0.0398594,0.0362231,0.0306946,0.0162598,0.0446845,0.0547098,0.0264631,0.0343231,0.0628344,0.0568617,0.0682273,0.0551124,0.0543014,0.0550566,0.0552329,0.0421848,0.0334367,0.0314512,0.0294711,0.0408618,0.0533821,0.0739753,0.0385852,0.0564896,0.0460369,0.0431133,0.0326589,0.0305987
0.0607087,0.0448715,0.0348278,0.016076,0.0348034,0.074078,0.0448028,0.0211257,0.0368286,0.0300673,0.0258281,0.0140633,0.0405596,0.051721,0.0339776,0.0218063,0.063639,0.0555955,0.062558,0.0580579,0.0377628,0.0479358,0.0494221,0.0309535,0.0267508,0.0367821,0.0301877,0.0390354,0.0472434,0.0672859,0.0374836,0.0586063,0.0372905,0.0372263,0.0265323,0.0248751
0.0657511,0.0451469,0.0358923,0.0217493,0.0487731,0.0750297,0.0420138,0.0306912,0.0463805,0.0428259,0.0318867,0.022592,0.0378893,0.0560496,0.0298219,0.0387386,0.0683643,0.0584704,0.0574566,0.0501034,0.0414745,0.0383427,0.048998,0.0285255,0.0241585,0.0307633,0.0224579,0.0388808,0.0470424,0.0619779,0.0251265,0.0518789,0.0273852,0.0352683,0.0290236,0.0166767
0.0806725,0.0332856,0.0371709,0.0357367,0.0453882,0.0746471,0.0456427,0.0268961,0.041039,0.0432165,0.0255423,0.0336757,0.0482148,0.0556828,0.039541,0.0411305,0.0657998,0.0607265,0.0708986,0.0578845,0.0570574,0.0519661,0.0536496,0.0491597,0.0408329,0.0408191,0.0432261,0.0487333,0.0643915,0.0834962,0.0437148,0.0637665,0.0505094,0.050347,0.03774,0.0327331
0.0710565,0.0240554,0.032446,0.0270799,0.044685,0.0689102,0.0390816,0.0286139,0.0431467,0.0350064,0.0276787,0.0233543,0.0424594,0.0466574,0.0306758,0.037707,0.0693556,0.0487378,0.0709939,0.0498127,0.0538974,0.0579322,0.0555011,0.0469665,0.0349782,0.0342486,0.0347018,0.0455493,0.0567344,0.0654623,0.0453397,0.0571813,0.0511164,0.0452896,0.0468255,0.0327434
0.0745803,0.0370312,0.0305252,0.036368,0.0475811,0.0782961,0.05253,0.0243228,0.0359769,0.0379149,0.0324771,0.0275627,0.0456969,0.058567,0.0431732,0.0435072,0.0715766,0.0582004,0.0578609,0.0526562,0.0469025,0.0441315,0.0510898,0.0312286,0.0331515,0.037819,0.0294434,0.0444111,0.0531233,0.0677563,0.0318718,0.0512583,0.0395507,0.0392498,0.0362118,0.027712
0.0739589,0.0334248,0.0293349,0.0321377,0.0444449,0.0709,0.0306508,0.0250872,0.0453533,0.043104,0.03272,0.0235553,0.0466261,0.0547893,0.0324141,0.0356541,0.0718973,0.0576276,0.0541211,0.0635649,0.0431091,0.0439519,0.0575603,0.0356318,0.0304772,0.0276808,0.0342203,0.0472539,0.0532059,0.0746618,0.0307451,0.0579429,0.0450189,0.048304,0.0359544,0.0298691
