V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9]
"0,174021","0,181658","0,185138","0,182155","0,194954","0,197965","0,170383","0,193521","0,162731","0,192865","0,185132","0,198667","0,206302","0,199067","0,199033","0,19418","0,202879","0,18308","0,208254","0,223667","0,234325","0,196457","0,216899","0,191757","0,202364","0,210252","0,212629","0,196926","0,228783","0,226559","0,23447","0,215543","0,252605","0,23475","0,236206","0,234782","0,240103","0,250388","0,242019","0,22567","0,247619","0,253233","0,179827","0,196315","0,202913","0,188523","0,201293","0,194531","0,194738","0,177448","0,186024","0,177404","0,202689","0,183775","0,181588","0,203863","0,166323","0,190269","0,190755","0,167395","0,184956","0,207703","0,175521","0,205976","0,215566","0,214876","0,232393","0,215666","0,210024","0,206444","0,208375","0,196515","0,220413","0,213492","0,216474","0,225257","0,223129","0,237087","0,235345","0,244513","0,243469","0,230026","0,230616","0,235222","0,224716","0,217997","0,240838","0,208375","0,224656","0,201724","0,214921","0,209657","0,222559","0,206219","0,218715","0,217092","0,192496","0,183269","0,207983","0,217611","0,198512","0,225803","0,224187","0,200111","0,211522","0,190068","0,181008","0,191658","0,183252","0,202725","0,178508","0,189742","0,161946","0,162518","0,166485","0,172355","0,174451","0,177495","0,177621","0,19913","0,219256","0,2092","0,220779","0,232714","0,205921","0,248985","0,194926","0,169588","0,173225","0,200713","0,206799","0,217773","0,197056","0,188763","0,197499","0,187684","0,196221","0,205326","0,217381","0,209762","0,176865","0,161537","0,177048","0,163524","0,164801","0,16878","0,162263","0,163972","0,190884","0,186386","0,178557","0,196053","0,183116","0,180466","0,171657","0,163434","0,184943","0,18888","0,187896","0,190928","0,202325","0,133672","0,150184","0,159467","0,176079","0,15728","0,17931","0,178659"
"0,211721","0,213662","0,2308","0,218201","0,190104","0,214345","0,206806","0,19292","0,203654","0,213639","0,200687","0,203591","0,200274","0,200733","0,193157","0,184181","0,204091","0,18331","0,209222","0,222626","0,206181","0,21681","0,188322","0,203284","0,209223","0,212702","0,230216","0,222363","0,208736","0,256236","0,245121","0,224784","0,24818","0,24834","0,236548","0,202353","0,220342","0,196905","0,201744","0,200274","0,202179","0,199335","0,181824","0,185274","0,188159","0,207343","0,200667","0,185654","0,223084","0,158871","0,169557","0,180382","0,176215","0,173374","0,162609","0,165565","0,174113","0,199146","0,20252","0,177359","0,170925","0,183274","0,184143","0,218132","0,225427","0,248537","0,228871","0,211727","0,220043","0,225202","0,221114","0,20744","0,215384","0,204466","0,2283","0,241821","0,2273","0,220265","0,202419","0,251846","0,204648","0,223988","0,220551","0,223001","0,228912","0,230022","0,237203","0,21603","0,210392","0,211131","0,20676","0,213505","0,199662","0,217537","0,243739","0,213588","0,220864","0,202675","0,190058","0,201971","0,232081","0,215237","0,204538","0,219332","0,21556","0,175548","0,191004","0,159433","0,170225","0,179332","0,181904","0,171633","0,171507","0,170296","0,178623","0,166294","0,172114","0,179388","0,182052","0,20651","0,197173","0,192424","0,213249","0,190761","0,212161","0,212132","0,187674","0,160266","0,197103","0,204456","0,219495","0,197998","0,212966","0,183564","0,182551","0,189991","0,191769","0,176778","0,212498","0,202764","0,167225","0,164542","0,17386","0,190243","0,197312","0,19343","0,203543","0,196325","0,178998","0,187266","0,19955","0,210955","0,191617","0,211517","0,196681","0,184798","0,179037","0,181343","0,191438","0,203668","0,174915","0,14099","0,146005","0,142705","0,1537","0,154083","0,163517","0,166344"
"0,179283","0,184867","0,177144","0,198026","0,178517","0,175858","0,196723","0,191329","0,187767","0,187876","0,217729","0,209542","0,20851","0,211966","0,198366","0,196128","0,209916","0,185083","0,192377","0,225041","0,211969","0,212851","0,210552","0,212934","0,210482","0,223301","0,186871","0,221264","0,215908","0,213645","0,221458","0,213144","0,212347","0,224748","0,212193","0,231544","0,219866","0,217609","0,211784","0,219466","0,241633","0,239176","0,197086","0,202426","0,216528","0,200444","0,201028","0,204206","0,199584","0,180178","0,161455","0,174061","0,185022","0,189852","0,191458","0,187612","0,177132","0,165057","0,179408","0,185503","0,163009","0,179875","0,187021","0,235653","0,222803","0,204611","0,214205","0,205094","0,245645","0,226209","0,186553","0,201155","0,179888","0,216049","0,210555","0,208609","0,196739","0,245286","0,186126","0,226716","0,222513","0,204796","0,227347","0,242998","0,220911","0,211699","0,209035","0,220828","0,206473","0,198745","0,197754","0,220897","0,22103","0,224349","0,218963","0,211429","0,210912","0,246297","0,205687","0,223872","0,219293","0,202228","0,212538","0,218472","0,228513","0,186662","0,198653","0,190482","0,175541","0,204063","0,179151","0,196143","0,163817","0,181121","0,180778","0,17857","0,174248","0,212878","0,164204","0,203431","0,202594","0,216807","0,212624","0,217968","0,213523","0,217129","0,166923","0,14666","0,182215","0,199169","0,19975","0,214285","0,218292","0,2005","0,195419","0,199016","0,195831","0,209325","0,228893","0,198428","0,166218","0,172611","0,211011","0,184517","0,196234","0,192542","0,196666","0,185004","0,200291","0,198113","0,179981","0,197457","0,208753","0,189181","0,154595","0,173632","0,162081","0,173136","0,185209","0,175157","0,183064","0,16039","0,146602","0,155303","0,160886","0,163906","0,175246","0,160937"
"0,192959","0,233255","0,218036","0,196558","0,211497","0,199397","0,210113","0,209528","0,215594","0,22077","0,209688","0,205592","0,241865","0,216195","0,199185","0,176025","0,189086","0,193399","0,203404","0,206176","0,212163","0,217556","0,205625","0,22389","0,2011","0,228192","0,187416","0,211701","0,21214","0,220835","0,201714","0,201322","0,236096","0,235502","0,223232","0,22038","0,216962","0,190716","0,208215","0,215228","0,212796","0,235362","0,210987","0,18626","0,220449","0,219577","0,219526","0,213433","0,21946","0,151803","0,16239","0,166309","0,174004","0,184547","0,182816","0,162935","0,209752","0,200782","0,208985","0,17702","0,20625","0,198467","0,20001","0,22714","0,199544","0,209212","0,194825","0,202062","0,232273","0,232468","0,188954","0,182288","0,213391","0,19477","0,215966","0,222628","0,230855","0,259003","0,236616","0,240309","0,268089","0,259431","0,250552","0,259302","0,225977","0,2386","0,227571","0,215352","0,209615","0,193504","0,195406","0,197307","0,21008","0,210304","0,22326","0,230701","0,2179","0,204641","0,178102","0,214466","0,213441","0,199543","0,211325","0,217431","0,237564","0,20436","0,200828","0,19884","0,215299","0,208064","0,182695","0,217527","0,176293","0,191987","0,196987","0,192186","0,204409","0,184172","0,180499","0,200483","0,209357","0,209404","0,230334","0,217189","0,20985","0,211956","0,154988","0,127151","0,165497","0,199069","0,19486","0,213754","0,217375","0,196676","0,184463","0,201989","0,207639","0,211175","0,209529","0,219738","0,180543","0,169236","0,201065","0,194319","0,198791","0,202728","0,19812","0,211335","0,213811","0,205684","0,204417","0,21356","0,208003","0,206491","0,166289","0,149409","0,164762","0,172328","0,154708","0,167996","0,176412","0,175845","0,167331","0,156682","0,152493","0,16832","0,17463","0,170458"
"0,227795","0,245959","0,218241","0,248443","0,246684","0,238567","0,239733","0,19833","0,222044","0,216226","0,205704","0,222646","0,231235","0,219181","0,229995","0,201046","0,208929","0,173714","0,218536","0,220957","0,225029","0,21283","0,198255","0,220111","0,188035","0,21281","0,202408","0,187403","0,238527","0,223676","0,213308","0,224331","0,228477","0,25099","0,236983","0,226897","0,20804","0,244556","0,218007","0,218699","0,237394","0,22035","0,227642","0,203234","0,222341","0,211051","0,227493","0,218108","0,216604","0,150271","0,173145","0,200733","0,199071","0,19234","0,18659","0,191617","0,188037","0,193494","0,163237","0,195208","0,185003","0,182727","0,202977","0,238945","0,212628","0,201493","0,234483","0,222847","0,230123","0,225062","0,214141","0,226499","0,212393","0,208527","0,230938","0,253148","0,223212","0,21333","0,238978","0,21972","0,213442","0,240689","0,241217","0,243354","0,224059","0,220238","0,220624","0,206199","0,214518","0,205954","0,205385","0,207764","0,233262","0,232585","0,237439","0,222292","0,214908","0,224549","0,197942","0,20644","0,198958","0,194256","0,218494","0,201831","0,195199","0,201065","0,17457","0,167097","0,186949","0,191261","0,179005","0,199279","0,176696","0,169212","0,186067","0,186087","0,179306","0,196049","0,195254","0,207947","0,232131","0,240852","0,260016","0,249535","0,229441","0,239528","0,174638","0,146697","0,158839","0,185572","0,207051","0,184944","0,195572","0,178765","0,174447","0,200709","0,202979","0,208051","0,192877","0,20768","0,191802","0,176565","0,190196","0,204644","0,187206","0,189456","0,166786","0,192593","0,203708","0,193511","0,209506","0,204399","0,218276","0,193744","0,17706","0,166754","0,177821","0,18803","0,19189","0,172538","0,204873","0,161441","0,174475","0,170527","0,177415","0,165919","0,159509","0,187228"
"0,199213","0,211082","0,213927","0,229421","0,244447","0,243745","0,222589","0,215521","0,211179","0,202218","0,19303","0,213756","0,22953","0,207416","0,234127","0,200164","0,228746","0,207448","0,217588","0,20025","0,232682","0,226009","0,200127","0,21291","0,199497","0,2022","0,202793","0,204259","0,234985","0,250121","0,259782","0,263491","0,271841","0,248737","0,247821","0,205281","0,219445","0,216909","0,224157","0,219641","0,25473","0,240116","0,182138","0,220863","0,189771","0,204387","0,214019","0,201396","0,208045","0,157223","0,164029","0,169764","0,175369","0,165147","0,193655","0,183905","0,179083","0,204423","0,208756","0,198149","0,199601","0,211312","0,197145","0,225113","0,243724","0,223931","0,233492","0,246796","0,241426","0,222616","0,21934","0,240433","0,232852","0,219599","0,23046","0,239151","0,222553","0,239461","0,263838","0,249629","0,268448","0,251882","0,268657","0,25836","0,227104","0,23022","0,227927","0,201729","0,246379","0,210795","0,219196","0,211575","0,228843","0,222389","0,216476","0,239606","0,21611","0,21642","0,237085","0,243673","0,213535","0,226616","0,233231","0,205429","0,227635","0,182674","0,184332","0,206335","0,1969","0,184406","0,21398","0,190503","0,170549","0,162804","0,174549","0,185741","0,184484","0,196078","0,197692","0,221568","0,21692","0,216216","0,220026","0,224177","0,228646","0,215729","0,196558","0,169012","0,18379","0,210794","0,22768","0,219925","0,211296","0,179467","0,182692","0,189805","0,201838","0,202884","0,220451","0,224946","0,173044","0,181279","0,177903","0,194963","0,179511","0,196997","0,192455","0,178246","0,175412","0,192981","0,199698","0,201453","0,20336","0,191818","0,170809","0,17797","0,189395","0,185502","0,198446","0,183299","0,213449","0,138304","0,154854","0,155996","0,164924","0,159686","0,16448","0,162821"
"0,227913","0,206051","0,220085","0,219208","0,217437","0,236559","0,201225","0,20772","0,208914","0,213514","0,204288","0,21529","0,199186","0,206048","0,236917","0,214103","0,221695","0,20117","0,201453","0,230811","0,246335","0,2065","0,215364","0,199009","0,214149","0,200305","0,229262","0,210942","0,25974","0,269889","0,279848","0,277785","0,280111","0,271019","0,279059","0,228985","0,246051","0,236389","0,225432","0,2342","0,233745","0,227721","0,228378","0,221318","0,237431","0,219475","0,223178","0,209688","0,22977","0,17477","0,18351","0,184087","0,207445","0,21862","0,196996","0,201012","0,197688","0,205959","0,223225","0,201425","0,195153","0,217732","0,204642","0,230027","0,251672","0,232527","0,232287","0,230878","0,246959","0,22771","0,215907","0,21181","0,199196","0,227263","0,210494","0,208","0,234708","0,23701","0,227231","0,239648","0,240846","0,257662","0,235961","0,246579","0,255418","0,269946","0,265253","0,259006","0,274343","0,249601","0,250596","0,235697","0,237884","0,225517","0,229712","0,247518","0,250917","0,223741","0,224603","0,214813","0,218544","0,228944","0,218629","0,220887","0,216947","0,173696","0,177456","0,183823","0,170891","0,158006","0,157628","0,150595","0,186886","0,182159","0,218261","0,185503","0,195655","0,215675","0,205147","0,206401","0,202224","0,213389","0,209611","0,223895","0,209109","0,210025","0,186981","0,161881","0,181977","0,201329","0,196451","0,197045","0,203343","0,19773","0,204775","0,198405","0,218288","0,202246","0,238868","0,228599","0,191859","0,196544","0,198824","0,230749","0,22718","0,219832","0,219205","0,204068","0,20573","0,206074","0,196701","0,208207","0,218588","0,195671","0,177346","0,18626","0,172678","0,191293","0,199932","0,203421","0,203365","0,119832","0,136497","0,131327","0,136101","0,140469","0,140841","0,151195"
"0,21653","0,220532","0,233572","0,232081","0,227598","0,227663","0,209835","0,179947","0,188503","0,208853","0,203177","0,205307","0,216156","0,216337","0,222777","0,215963","0,221122","0,223822","0,211947","0,230233","0,225585","0,223335","0,254141","0,239567","0,265259","0,202325","0,247152","0,218295","0,250369","0,270936","0,257879","0,237977","0,265006","0,270254","0,266562","0,23506","0,234633","0,257138","0,2447","0,240784","0,237811","0,243824","0,214175","0,240993","0,215693","0,221469","0,232192","0,223175","0,221973","0,205367","0,196976","0,217109","0,212792","0,203693","0,214615","0,212134","0,19964","0,18606","0,21561","0,16811","0,190101","0,197831","0,196665","0,210142","0,225551","0,237875","0,244778","0,232115","0,239516","0,216425","0,205128","0,189938","0,20996","0,204875","0,217106","0,210671","0,223071","0,244496","0,21809","0,264916","0,231183","0,235327","0,23974","0,239859","0,223053","0,249835","0,23532","0,233449","0,227414","0,231173","0,237201","0,224987","0,222463","0,238819","0,255632","0,224013","0,238752","0,221624","0,242659","0,248739","0,28022","0,246922","0,255635","0,234795","0,249837","0,193367","0,192088","0,192718","0,193045","0,208173","0,201787","0,199244","0,204484","0,210727","0,201196","0,203102","0,200311","0,213856","0,205414","0,204381","0,217111","0,221642","0,231237","0,2397","0,222503","0,239668","0,179248","0,160243","0,194838","0,19104","0,217208","0,208103","0,209167","0,16991","0,182806","0,184917","0,204727","0,194079","0,20856","0,211881","0,167326","0,168399","0,19408","0,198061","0,220256","0,205815","0,207983","0,21188","0,21953","0,202677","0,213453","0,219833","0,217468","0,216568","0,158962","0,174","0,171871","0,169708","0,182301","0,170011","0,195662","0,160621","0,173024","0,164241","0,174556","0,17698","0,174558","0,182723"
"0,200856","0,200753","0,184151","0,210626","0,197853","0,191836","0,207877","0,220892","0,218053","0,234592","0,220734","0,219672","0,244603","0,237695","0,225154","0,223909","0,232569","0,213051","0,237884","0,252634","0,255977","0,232714","0,210345","0,218499","0,243189","0,217298","0,227906","0,208226","0,241582","0,243077","0,232213","0,224387","0,245977","0,248642","0,257731","0,235694","0,255036","0,240416","0,2365","0,245652","0,250584","0,24799","0,201912","0,204687","0,229464","0,225758","0,227339","0,23384","0,227737","0,161325","0,175633","0,175153","0,174174","0,188915","0,197649","0,18949","0,174674","0,187166","0,173918","0,165315","0,178176","0,175778","0,201014","0,224829","0,229149","0,239769","0,227134","0,228267","0,247018","0,24985","0,218133","0,204266","0,220248","0,214008","0,221362","0,226124","0,22797","0,267694","0,240654","0,263729","0,25783","0,283251","0,25258","0,272329","0,224523","0,240329","0,23068","0,236366","0,203762","0,215576","0,212517","0,203992","0,224514","0,225446","0,229314","0,226175","0,239217","0,226386","0,230328","0,22392","0,235112","0,226246","0,240472","0,233579","0,281403","0,195258","0,198144","0,189282","0,199071","0,205412","0,199502","0,19861","0,195527","0,19447","0,199739","0,194829","0,210843","0,206752","0,187188","0,225948","0,222293","0,223376","0,224963","0,218458","0,232339","0,236692","0,176673","0,15405","0,189318","0,20512","0,22805","0,213946","0,229752","0,208745","0,209525","0,232223","0,221125","0,223346","0,222319","0,229564","0,190209","0,166559","0,198383","0,207186","0,213476","0,198609","0,206705","0,211411","0,210038","0,226206","0,213507","0,218423","0,229204","0,213703","0,1602","0,157293","0,160503","0,168899","0,176634","0,18149","0,20681","0,151384","0,163846","0,160411","0,147309","0,141278","0,155998","0,162932"
"0,212002","0,223677","0,210004","0,221919","0,218069","0,21627","0,222636","0,21753","0,205633","0,217","0,212875","0,228586","0,231419","0,222932","0,230104","0,22641","0,217861","0,214174","0,239724","0,2286","0,222249","0,240947","0,220978","0,241519","0,239356","0,230298","0,210237","0,20546","0,236562","0,233131","0,238654","0,245799","0,245524","0,238114","0,231596","0,216747","0,226409","0,243917","0,233092","0,231771","0,239153","0,229032","0,215723","0,225569","0,228036","0,222086","0,222713","0,221038","0,219368","0,186554","0,200608","0,197789","0,205005","0,188808","0,206436","0,213349","0,202495","0,198493","0,187792","0,191431","0,20448","0,198307","0,210617","0,254927","0,234811","0,251273","0,243684","0,249727","0,270566","0,24669","0,226747","0,219138","0,225079","0,213214","0,239613","0,255564","0,260353","0,257755","0,264811","0,245986","0,247297","0,264907","0,250024","0,262563","0,243107","0,248058","0,236917","0,236694","0,234285","0,229774","0,23379","0,2242","0,234932","0,232924","0,250975","0,236469","0,24299","0,223178","0,226025","0,232015","0,247669","0,249295","0,243248","0,238584","0,24888","0,211745","0,196044","0,213649","0,203829","0,198424","0,19503","0,18301","0,186259","0,183036","0,204031","0,172787","0,208389","0,191937","0,203109","0,20667","0,226807","0,225516","0,230271","0,221294","0,22604","0,225361","0,199984","0,169046","0,181387","0,211214","0,233241","0,220122","0,216929","0,190409","0,190211","0,201082","0,198567","0,220167","0,224673","0,224944","0,186529","0,192524","0,193628","0,215645","0,204817","0,209229","0,209952","0,191105","0,187114","0,186909","0,199803","0,199865","0,183132","0,201536","0,189143","0,180504","0,19336","0,190633","0,190178","0,202552","0,194862","0,153025","0,15873","0,15194","0,161999","0,144293","0,171948","0,169469"
"0,217217","0,215515","0,216813","0,22993","0,235725","0,231443","0,231887","0,221993","0,232381","0,223249","0,202512","0,202845","0,224775","0,20574","0,23867","0,20422","0,210381","0,206663","0,226223","0,234837","0,232997","0,213774","0,221063","0,230146","0,22672","0,231427","0,221751","0,24718","0,25115","0,265323","0,248667","0,235465","0,266854","0,253958","0,266758","0,229164","0,229759","0,245397","0,243054","0,236423","0,25189","0,241986","0,226711","0,19982","0,227362","0,224189","0,217766","0,221955","0,240118","0,170621","0,193767","0,170697","0,186981","0,196257","0,202838","0,189198","0,213533","0,217506","0,201818","0,217809","0,211303","0,22149","0,209729","0,230415","0,244129","0,237047","0,226862","0,239363","0,253723","0,252644","0,22329","0,248578","0,250539","0,239053","0,237959","0,250895","0,259749","0,252698","0,243898","0,238178","0,253325","0,261648","0,288849","0,27045","0,269774","0,242023","0,25529","0,255524","0,247612","0,224215","0,234439","0,251023","0,269032","0,255599","0,25205","0,271235","0,255132","0,259257","0,232343","0,218441","0,234396","0,202074","0,22235","0,222381","0,236035","0,193216","0,191352","0,209651","0,197022","0,201362","0,197281","0,199141","0,161122","0,169702","0,188705","0,16338","0,164792","0,18592","0,186217","0,232745","0,23334","0,236337","0,256018","0,254797","0,229549","0,24973","0,171075","0,157988","0,163528","0,211294","0,199593","0,213137","0,196081","0,185568","0,17758","0,187087","0,194387","0,204905","0,192329","0,200928","0,195192","0,175132","0,198187","0,191024","0,20029","0,194254","0,211996","0,190745","0,197175","0,200574","0,224423","0,212229","0,21667","0,215596","0,186396","0,182428","0,194788","0,193181","0,168585","0,193778","0,194686","0,141265","0,146755","0,153317","0,158578","0,158005","0,171895","0,16893"
"0,24974","0,238751","0,249222","0,245596","0,249355","0,245409","0,255027","0,220335","0,221699","0,238678","0,221733","0,217954","0,238629","0,223522","0,241273","0,223189","0,233186","0,212993","0,237292","0,246694","0,247676","0,22672","0,215607","0,242912","0,223064","0,222552","0,210406","0,211964","0,226898","0,26296","0,251286","0,255871","0,25052","0,252412","0,271673","0,234177","0,254385","0,273414","0,28138","0,263134","0,272205","0,278933","0,230707","0,224831","0,230922","0,202709","0,237721","0,231342","0,22085","0,172066","0,183784","0,19435","0,211522","0,197472","0,194757","0,204584","0,213151","0,205797","0,204151","0,214309","0,207645","0,234531","0,203812","0,225216","0,244544","0,226193","0,243083","0,249752","0,240515","0,240644","0,232211","0,230893","0,234109","0,224027","0,228818","0,253091","0,237068","0,24632","0,253959","0,258723","0,266048","0,254198","0,290627","0,27213","0,265295","0,260807","0,267592","0,242981","0,258301","0,247908","0,242359","0,241682","0,249928","0,24934","0,232761","0,2622","0,252645","0,253677","0,233964","0,26216","0,23467","0,241444","0,231758","0,227016","0,252991","0,198969","0,190124","0,193805","0,200203","0,199923","0,190151","0,169626","0,186541","0,193172","0,197453","0,187896","0,194065","0,18898","0,19013","0,195001","0,210501","0,204191","0,223817","0,207313","0,219313","0,220517","0,180038","0,15057","0,200858","0,197205","0,215655","0,216762","0,220687","0,170721","0,185624","0,18811","0,17117","0,193914","0,218623","0,207112","0,190791","0,179935","0,183912","0,215595","0,203413","0,210836","0,221232","0,212051","0,203395","0,212883","0,206121","0,234914","0,223453","0,21314","0,159555","0,173218","0,181545","0,177506","0,188571","0,171596","0,185733","0,159866","0,169487","0,145455","0,166844","0,161185","0,170703","0,169511"
"0,207381","0,206972","0,20962","0,218239","0,225836","0,226812","0,217831","0,233102","0,206636","0,229645","0,197757","0,21842","0,225836","0,219579","0,239755","0,223672","0,23631","0,218322","0,244092","0,235678","0,260074","0,214384","0,229949","0,201879","0,217079","0,215097","0,243537","0,215157","0,261491","0,259884","0,273496","0,257598","0,293874","0,269474","0,267495","0,249087","0,268849","0,266662","0,27334","0,25364","0,272025","0,268218","0,226805","0,234154","0,233234","0,219554","0,217573","0,229407","0,229475","0,214193","0,213279","0,188767","0,181071","0,200054","0,200054","0,209893","0,206067","0,206132","0,233546","0,205766","0,211571","0,206455","0,205165","0,222906","0,224842","0,238209","0,232573","0,231579","0,262109","0,233046","0,221197","0,209452","0,20152","0,224568","0,207631","0,220105","0,22556","0,280843","0,247856","0,253952","0,264287","0,262321","0,267029","0,2592","0,251063","0,261351","0,250821","0,245782","0,247778","0,23156","0,231434","0,249416","0,25877","0,253437","0,255754","0,271463","0,243727","0,243814","0,21819","0,230925","0,21978","0,225713","0,237095","0,226216","0,213815","0,203239","0,207049","0,202361","0,203818","0,200582","0,207297","0,199325","0,186875","0,196782","0,194557","0,190748","0,192054","0,19697","0,180381","0,232531","0,217859","0,235554","0,246758","0,242983","0,246506","0,236654","0,177966","0,171373","0,202508","0,187115","0,211467","0,210962","0,218519","0,171479","0,190472","0,198623","0,201558","0,198725","0,211512","0,210874","0,165858","0,155584","0,193665","0,194673","0,216949","0,184186","0,210601","0,212846","0,215143","0,212215","0,207328","0,227356","0,222327","0,214452","0,172157","0,172754","0,164544","0,193987","0,18575","0,182349","0,209217","0,16118","0,155149","0,152548","0,158477","0,160049","0,169665","0,159994"
"0,205712","0,223763","0,224482","0,23961","0,218566","0,222068","0,218743","0,248028","0,223819","0,232113","0,230818","0,240871","0,262834","0,254695","0,24538","0,235874","0,245078","0,22647","0,225163","0,2446","0,249982","0,234468","0,239591","0,224557","0,238205","0,227042","0,245024","0,227179","0,251482","0,242634","0,241721","0,243108","0,270451","0,234797","0,253754","0,228971","0,251453","0,234729","0,235782","0,243841","0,244809","0,220837","0,197717","0,214186","0,221386","0,215621","0,209826","0,227522","0,211444","0,213362","0,224101","0,211438","0,213862","0,234809","0,231036","0,21889","0,195756","0,200421","0,211804","0,181002","0,206725","0,210357","0,215638","0,238052","0,227801","0,217651","0,226515","0,23527","0,246242","0,226029","0,244145","0,223192","0,22875","0,232717","0,238955","0,232791","0,256001","0,228218","0,253268","0,236828","0,223773","0,242594","0,243777","0,238714","0,222858","0,216775","0,233819","0,224265","0,221797","0,188559","0,227614","0,223423","0,220976","0,233689","0,251499","0,235526","0,234163","0,226764","0,222626","0,266242","0,250461","0,249978","0,231407","0,244633","0,260622","0,205521","0,198704","0,212872","0,216693","0,221111","0,215252","0,214618","0,196992","0,20768","0,185968","0,199959","0,203152","0,201315","0,208303","0,227342","0,227881","0,242577","0,23265","0,229749","0,236093","0,241787","0,168842","0,145284","0,177787","0,198603","0,201424","0,224063","0,220236","0,210667","0,198758","0,22193","0,220825","0,231523","0,225645","0,242119","0,195523","0,203457","0,19793","0,207908","0,204018","0,194963","0,208949","0,192468","0,204508","0,19946","0,20693","0,20847","0,211389","0,20852","0,178957","0,149454","0,161304","0,180485","0,182114","0,176178","0,202592","0,146472","0,15555","0,173194","0,151126","0,168203","0,16775","0,179231"
"0,233668","0,2483","0,224019","0,22045","0,217366","0,197504","0,212838","0,196552","0,216673","0,247213","0,234077","0,234664","0,230321","0,249461","0,223536","0,229265","0,247608","0,21575","0,215233","0,260062","0,245197","0,249563","0,242084","0,232943","0,242153","0,22611","0,250463","0,220486","0,235294","0,226787","0,225131","0,242022","0,227923","0,248913","0,250862","0,231036","0,224959","0,243391","0,222804","0,23893","0,221569","0,247513","0,213061","0,211839","0,224942","0,219391","0,240222","0,237917","0,21117","0,215896","0,211931","0,243329","0,224555","0,217574","0,237311","0,242745","0,194053","0,188416","0,185904","0,194093","0,195259","0,223707","0,212458","0,232571","0,24667","0,235439","0,234087","0,245315","0,263996","0,265127","0,217178","0,232397","0,210559","0,213912","0,235012","0,230564","0,236884","0,26136","0,248524","0,266963","0,241486","0,275001","0,264232","0,272103","0,253129","0,254898","0,248166","0,240863","0,245452","0,212738","0,239336","0,224762","0,224996","0,235774","0,244336","0,225232","0,246338","0,223458","0,224468","0,224957","0,223252","0,22627","0,246354","0,230966","0,253161","0,208101","0,204615","0,20159","0,193906","0,213634","0,201176","0,213845","0,194198","0,188066","0,219172","0,194517","0,200062","0,208428","0,201945","0,210888","0,239328","0,231383","0,223019","0,245091","0,223046","0,251523","0,193733","0,178317","0,187954","0,224392","0,226769","0,223437","0,218741","0,199897","0,172211","0,202394","0,215939","0,208657","0,225286","0,213531","0,192452","0,184831","0,180886","0,175989","0,191362","0,189867","0,20275","0,18799","0,181172","0,19637","0,189199","0,203257","0,207569","0,20272","0,209652","0,176621","0,191955","0,182776","0,178535","0,204891","0,210989","0,159308","0,150785","0,157653","0,161558","0,159803","0,182783","0,177361"
