V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V05[1.2],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V06[7.8],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V08[6.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V12[11.9],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V16[6.0],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V20[5.7],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V24[5.5],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],V27[1.7],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N05[1.8],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N06[5.2],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N08[6.5],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N12[7.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N16[9.0],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N20[10.5],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N24[16.7],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],N28[3.6],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S06[1.4],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S07[6.5],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S09[8.1],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S13[10.3],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S17[19.0],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S21[11.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S25[12.2],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9],S29[4.9]
"0,214073","0,227856","0,224295","0,25111","0,245305","0,254403","0,261762","0,229837","0,233864","0,246776","0,221354","0,239667","0,227057","0,258501","0,241515","0,23709","0,229301","0,236159","0,237936","0,245689","0,259519","0,224687","0,229107","0,215145","0,220289","0,217452","0,20419","0,222004","0,27598","0,251022","0,250466","0,286089","0,273656","0,272278","0,269731","0,248881","0,239169","0,256267","0,25397","0,235725","0,27328","0,260515","0,232303","0,250589","0,269098","0,255839","0,265347","0,245716","0,274658","0,193321","0,210012","0,220104","0,214047","0,220203","0,238494","0,20891","0,165702","0,170847","0,156803","0,13409","0,160869","0,171153","0,17363","0,25685","0,268884","0,26447","0,261642","0,275185","0,288143","0,252768","0,26279","0,225726","0,234263","0,226115","0,225356","0,236656","0,246378","0,228037","0,237517","0,250509","0,22693","0,25084","0,261772","0,265739","0,257347","0,250325","0,264166","0,244838","0,267494","0,227211","0,249249","0,23613","0,21729","0,253867","0,236231","0,247299","0,256428","0,229429","0,230481","0,221439","0,233938","0,237761","0,243093","0,256544","0,262006","0,231785","0,216825","0,214504","0,200199","0,226659","0,215595","0,221859","0,186531","0,199252","0,203194","0,236537","0,216965","0,1995","0,216873","0,227483","0,268727","0,237324","0,231597","0,256378","0,260048","0,287211","0,20722","0,153386","0,18487","0,213798","0,212346","0,216079","0,20623","0,209221","0,217019","0,212324","0,2174","0,223433","0,225679","0,250934","0,214302","0,204785","0,218432","0,212011","0,217395","0,250624","0,243055","0,232919","0,222809","0,235688","0,228111","0,221687","0,227438","0,213671","0,195572","0,177967","0,180369","0,174711","0,176878","0,208368","0,202086","0,162215","0,164252","0,192884","0,143424","0,163013","0,160721","0,14458"
"0,161241","0,185933","0,214631","0,193755","0,214182","0,203763","0,206524","0,187473","0,18117","0,18455","0,18846","0,200449","0,209085","0,182873","0,244734","0,217856","0,232623","0,212196","0,246393","0,22449","0,254886","0,217314","0,220672","0,223787","0,198385","0,214815","0,214046","0,225677","0,240923","0,248772","0,243595","0,264216","0,251074","0,238811","0,245665","0,217407","0,204398","0,239106","0,221804","0,209058","0,252006","0,23156","0,205144","0,217695","0,218282","0,225551","0,201195","0,203739","0,249308","0,150287","0,174607","0,175116","0,175494","0,162866","0,161473","0,168485","0,184413","0,216339","0,199071","0,191663","0,189902","0,204603","0,194368","0,208703","0,223151","0,271782","0,246021","0,216867","0,255141","0,275057","0,21156","0,209226","0,215359","0,199965","0,231033","0,203154","0,234461","0,238416","0,219018","0,246427","0,220086","0,242502","0,25362","0,247675","0,23118","0,251674","0,247635","0,225238","0,229981","0,231994","0,22455","0,215788","0,229253","0,224623","0,239142","0,250685","0,257464","0,238489","0,218723","0,192858","0,222603","0,232951","0,23042","0,22265","0,236744","0,173709","0,172698","0,157861","0,16191","0,171191","0,177312","0,177772","0,164419","0,159743","0,186222","0,162837","0,187978","0,15936","0,173667","0,230203","0,227288","0,236414","0,265247","0,251919","0,23706","0,287848","0,184003","0,170905","0,177577","0,199505","0,210891","0,209043","0,181236","0,182273","0,229413","0,222786","0,212956","0,206047","0,203282","0,228619","0,204542","0,216735","0,220582","0,243055","0,235716","0,231669","0,221077","0,204859","0,202554","0,229137","0,217642","0,228986","0,21743","0,21587","0,182842","0,19081","0,212809","0,18706","0,183079","0,181363","0,240984","0,206655","0,18789","0,204298","0,174139","0,177822","0,183799","0,199912"
"0,205429","0,210101","0,218309","0,20176","0,216796","0,207159","0,219133","0,207483","0,196996","0,204569","0,206746","0,214418","0,244278","0,205183","0,195332","0,198665","0,215721","0,172437","0,208114","0,211455","0,208095","0,234406","0,226764","0,221462","0,20757","0,208209","0,207031","0,217349","0,191719","0,229007","0,219988","0,225345","0,23283","0,231123","0,233954","0,198013","0,221167","0,221413","0,235297","0,218307","0,226353","0,216251","0,219776","0,225179","0,214471","0,235544","0,235377","0,235895","0,228992","0,194125","0,170172","0,178324","0,191396","0,17972","0,198886","0,199784","0,211038","0,190214","0,187563","0,198868","0,217822","0,227993","0,246785","0,227203","0,248026","0,241979","0,237217","0,242805","0,246024","0,256849","0,209065","0,18939","0,193278","0,213844","0,224026","0,197456","0,22951","0,242445","0,202959","0,212399","0,224507","0,254553","0,233513","0,232225","0,241758","0,211808","0,239233","0,241522","0,229134","0,259687","0,249903","0,215374","0,217484","0,1855","0,195428","0,193072","0,207793","0,198","0,222919","0,21003","0,220751","0,220891","0,228478","0,214184","0,21876","0,193242","0,18415","0,183367","0,184982","0,169846","0,174637","0,19123","0,213659","0,212357","0,219573","0,190519","0,207539","0,205695","0,206401","0,228533","0,246304","0,237093","0,237645","0,268448","0,233384","0,24065","0,186032","0,178857","0,210851","0,23411","0,26634","0,246611","0,250351","0,186184","0,18606","0,218867","0,201046","0,194465","0,227944","0,23144","0,224292","0,232655","0,237828","0,250979","0,231434","0,233044","0,226106","0,243752","0,234759","0,220771","0,230438","0,252609","0,262372","0,238209","0,17754","0,174465","0,187896","0,181184","0,204761","0,183796","0,202942","0,185868","0,212239","0,191841","0,201639","0,209896","0,224486","0,209011"
"0,205819","0,25138","0,216117","0,237233","0,22433","0,223049","0,22961","0,215558","0,22525","0,231156","0,213626","0,232873","0,22105","0,215244","0,198805","0,192118","0,240562","0,203564","0,185658","0,233223","0,235666","0,218425","0,197244","0,21054","0,219133","0,215379","0,222482","0,211838","0,202969","0,225413","0,23456","0,210534","0,23103","0,232893","0,252284","0,210457","0,227786","0,226177","0,251316","0,243205","0,22996","0,254525","0,212219","0,182826","0,184666","0,222729","0,193712","0,200315","0,17599","0,168301","0,1543","0,173368","0,169649","0,171873","0,172263","0,181106","0,20185","0,201406","0,207901","0,193634","0,199213","0,219184","0,21082","0,224601","0,21637","0,209906","0,235232","0,232685","0,238426","0,223751","0,212736","0,225609","0,220887","0,215657","0,246621","0,234173","0,222388","0,237572","0,25588","0,267259","0,253883","0,281806","0,266924","0,247828","0,208376","0,218585","0,219322","0,216492","0,212248","0,212313","0,23124","0,197051","0,214888","0,17677","0,207833","0,207962","0,212152","0,202873","0,217608","0,218974","0,217515","0,222333","0,210241","0,225803","0,213591","0,183634","0,212199","0,208019","0,210734","0,214373","0,196053","0,202135","0,213361","0,227372","0,229203","0,220698","0,230271","0,235768","0,194066","0,249304","0,247934","0,266124","0,258052","0,263089","0,262408","0,249839","0,224411","0,211632","0,223246","0,245542","0,257398","0,269586","0,254018","0,217966","0,188608","0,212661","0,227206","0,257994","0,228654","0,232703","0,218268","0,196256","0,225842","0,241807","0,253525","0,256155","0,232188","0,230096","0,229124","0,253591","0,274266","0,269259","0,273065","0,245538","0,201947","0,215315","0,213573","0,19255","0,223179","0,205664","0,218592","0,175092","0,213835","0,194894","0,211599","0,227788","0,227824","0,207702"
"0,222656","0,237584","0,184469","0,215684","0,22851","0,198038","0,217289","0,233689","0,252788","0,216257","0,241906","0,230319","0,235295","0,22853","0,186244","0,179393","0,227832","0,163544","0,188149","0,212501","0,235185","0,220929","0,20334","0,214682","0,229486","0,230744","0,227631","0,212911","0,201732","0,232393","0,213138","0,209041","0,233014","0,237112","0,232871","0,21613","0,237533","0,259785","0,23905","0,246328","0,23939","0,241078","0,21693","0,20707","0,224861","0,207505","0,221295","0,241058","0,205692","0,181829","0,173466","0,2032","0,211084","0,20028","0,214227","0,198839","0,189085","0,192884","0,195583","0,177386","0,167347","0,207024","0,157478","0,253992","0,258488","0,234434","0,237511","0,24224","0,246353","0,215081","0,239176","0,235832","0,266088","0,238546","0,242661","0,252505","0,2277","0,246327","0,267682","0,238649","0,245844","0,260132","0,266037","0,273732","0,218866","0,228808","0,214857","0,2185","0,235707","0,217369","0,222145","0,218487","0,212522","0,219901","0,229264","0,218007","0,226647","0,228584","0,20433","0,208883","0,216647","0,211213","0,207415","0,226402","0,231695","0,183457","0,19255","0,174075","0,206796","0,1776","0,19329","0,171912","0,211291","0,236145","0,241544","0,236794","0,254389","0,224085","0,231409","0,304078","0,266097","0,274912","0,270782","0,292144","0,298931","0,295325","0,213777","0,184998","0,227529","0,227814","0,24356","0,241398","0,246181","0,281668","0,260096","0,277275","0,254561","0,286741","0,27591","0,295445","0,210959","0,204492","0,219196","0,242404","0,271351","0,24888","0,261694","0,234061","0,250165","0,260951","0,256791","0,264772","0,249533","0,258683","0,208969","0,210485","0,199717","0,199355","0,193231","0,218821","0,231506","0,196224","0,210539","0,193951","0,177253","0,183892","0,199358","0,206882"
"0,235449","0,225787","0,181106","0,237302","0,203323","0,217062","0,231711","0,220909","0,224977","0,222895","0,2295","0,213082","0,205196","0,238263","0,192725","0,207446","0,230289","0,221463","0,212836","0,244375","0,233434","0,226889","0,224311","0,209663","0,240816","0,249941","0,225867","0,237577","0,280249","0,272332","0,272932","0,243884","0,287871","0,301699","0,280794","0,265079","0,254831","0,269464","0,271418","0,259109","0,262321","0,247945","0,241159","0,234315","0,250132","0,22658","0,230539","0,23849","0,24936","0,191676","0,23109","0,241101","0,225683","0,24172","0,226998","0,23817","0,221202","0,211551","0,204607","0,195467","0,195695","0,211704","0,204897","0,26839","0,247648","0,258253","0,260882","0,261827","0,255974","0,256632","0,209023","0,219489","0,234115","0,221693","0,218924","0,226734","0,237496","0,255098","0,279486","0,274724","0,273105","0,270449","0,285556","0,270037","0,261204","0,259666","0,249348","0,250094","0,25921","0,224042","0,238394","0,248332","0,246071","0,258602","0,257259","0,267967","0,265046","0,257266","0,23166","0,252809","0,243819","0,245678","0,28277","0,282145","0,281671","0,211679","0,237725","0,197346","0,219871","0,201979","0,233659","0,225114","0,230185","0,219011","0,265659","0,237188","0,229385","0,238131","0,230922","0,253699","0,286199","0,308053","0,283925","0,288729","0,295501","0,314443","0,211871","0,182967","0,196029","0,222553","0,228716","0,226207","0,249973","0,265859","0,257116","0,270961","0,267239","0,26244","0,279593","0,284967","0,247649","0,230651","0,258831","0,270747","0,267582","0,26198","0,267638","0,265163","0,239557","0,259713","0,264583","0,269447","0,250416","0,270906","0,246015","0,234689","0,230931","0,212934","0,228563","0,231743","0,261154","0,185431","0,226506","0,205956","0,201088","0,196129","0,193149","0,213094"
"0,253415","0,257262","0,258936","0,251815","0,258384","0,246174","0,253182","0,219517","0,223072","0,233675","0,220806","0,213446","0,25288","0,230914","0,305517","0,265479","0,280731","0,259458","0,298206","0,311057","0,305815","0,228822","0,262003","0,226597","0,2433","0,273097","0,236017","0,257405","0,292165","0,265398","0,260982","0,287619","0,27307","0,282669","0,265614","0,285523","0,287522","0,2771","0,282251","0,271497","0,300575","0,303807","0,220062","0,252045","0,250381","0,226399","0,238509","0,244244","0,262112","0,195428","0,219102","0,196567","0,212764","0,217098","0,220924","0,204718","0,198286","0,232505","0,207811","0,229134","0,201625","0,215255","0,213941","0,251253","0,248681","0,227066","0,236998","0,272465","0,256869","0,23774","0,259646","0,242126","0,267537","0,256494","0,241079","0,276735","0,277242","0,270763","0,246343","0,289879","0,269964","0,270522","0,289158","0,282643","0,260284","0,267483","0,270987","0,240462","0,265776","0,248903","0,233305","0,243673","0,24716","0,283652","0,271026","0,264666","0,261067","0,288398","0,273477","0,263086","0,249261","0,242007","0,268466","0,259615","0,30094","0,219152","0,221876","0,210461","0,209433","0,228512","0,214569","0,213299","0,236971","0,240886","0,26713","0,237652","0,265762","0,294344","0,257938","0,25959","0,296568","0,299208","0,299738","0,289497","0,297008","0,29631","0,248881","0,22452","0,25511","0,273807","0,283125","0,283539","0,266707","0,245292","0,262662","0,267823","0,256257","0,237661","0,280185","0,259106","0,239286","0,251176","0,267882","0,280553","0,284865","0,280229","0,276168","0,299817","0,280997","0,300945","0,292204","0,321807","0,30086","0,303772","0,221664","0,211095","0,234288","0,230543","0,230484","0,233126","0,259643","0,229329","0,221475","0,226363","0,245923","0,223099","0,226854","0,229358"
"0,233554","0,252382","0,264204","0,256798","0,234344","0,260184","0,252228","0,247727","0,229201","0,230519","0,248164","0,229757","0,25071","0,24804","0,260214","0,265819","0,239195","0,24195","0,262319","0,264799","0,25817","0,266342","0,254944","0,272503","0,256367","0,257869","0,259043","0,271271","0,273917","0,283165","0,288477","0,287029","0,290277","0,275575","0,263321","0,284502","0,266855","0,300187","0,28422","0,299731","0,300051","0,29769","0,24566","0,267987","0,244258","0,261096","0,266082","0,255718","0,263299","0,222195","0,224114","0,219921","0,209472","0,20514","0,219126","0,202845","0,222078","0,219178","0,242134","0,218698","0,214536","0,234211","0,244678","0,246711","0,262211","0,282306","0,259744","0,260517","0,245928","0,272666","0,254258","0,244975","0,240403","0,250062","0,262642","0,267412","0,270334","0,270514","0,265053","0,316832","0,288278","0,263742","0,266787","0,287831","0,260629","0,294786","0,266995","0,297565","0,282356","0,268438","0,275884","0,269421","0,297642","0,26661","0,271874","0,286245","0,277994","0,256894","0,27188","0,267091","0,273084","0,272052","0,27981","0,267165","0,278028","0,233039","0,231329","0,188024","0,214457","0,239088","0,221119","0,246864","0,231149","0,256169","0,256493","0,270267","0,28276","0,295071","0,27309","0,287525","0,295112","0,322251","0,327077","0,321076","0,307261","0,301363","0,246652","0,226853","0,259605","0,269575","0,300371","0,301011","0,2956","0,251849","0,26893","0,264499","0,272266","0,260425","0,28963","0,267383","0,263071","0,263509","0,288645","0,290518","0,300311","0,293294","0,305425","0,274676","0,290379","0,300847","0,29412","0,288224","0,299594","0,299261","0,208293","0,248562","0,257473","0,24501","0,287483","0,260772","0,264899","0,233754","0,244906","0,225194","0,231652","0,248049","0,235902","0,245686"
"0,24177","0,258548","0,273521","0,264498","0,269972","0,293499","0,279689","0,265229","0,247849","0,27138","0,257215","0,275285","0,289191","0,241922","0,282028","0,268742","0,287796","0,264371","0,294828","0,281371","0,314242","0,2929","0,280648","0,29502","0,287665","0,277648","0,277612","0,289102","0,283654","0,306441","0,307555","0,307363","0,315314","0,284906","0,310016","0,300028","0,306254","0,307163","0,306799","0,299654","0,312087","0,302909","0,2981","0,250569","0,305034","0,302642","0,291346","0,299287","0,287717","0,194896","0,179808","0,202534","0,224455","0,198373","0,236561","0,192082","0,234384","0,261207","0,252016","0,259454","0,252126","0,252607","0,268736","0,253298","0,27557","0,256251","0,276214","0,283815","0,274663","0,289741","0,251686","0,242428","0,268529","0,247053","0,262217","0,262519","0,259034","0,325238","0,301526","0,301638","0,311121","0,311727","0,371409","0,311753","0,278552","0,266952","0,294971","0,285965","0,286306","0,250187","0,291471","0,252579","0,280369","0,249984","0,266589","0,279835","0,309683","0,258186","0,277713","0,287804","0,280857","0,276606","0,284679","0,265326","0,272484","0,223989","0,22773","0,213266","0,22541","0,237438","0,219368","0,199321","0,276521","0,286072","0,260156","0,267039","0,29258","0,275045","0,278921","0,329889","0,322727","0,340968","0,34051","0,354314","0,343846","0,349586","0,250284","0,225828","0,280648","0,277027","0,319379","0,292737","0,313737","0,269109","0,220858","0,270184","0,273769","0,282591","0,290286","0,284792","0,261565","0,254297","0,266603","0,27836","0,280098","0,28675","0,284415","0,294453","0,306419","0,310293","0,2875","0,317256","0,326306","0,303697","0,272455","0,275037","0,253902","0,274561","0,261302","0,290467","0,284644","0,232948","0,252849","0,255483","0,261229","0,262201","0,260543","0,254242"
"0,273839","0,264855","0,271331","0,256553","0,289948","0,286352","0,273961","0,306782","0,301259","0,30168","0,297993","0,295623","0,292854","0,283311","0,286986","0,268646","0,281245","0,241741","0,251878","0,280106","0,302968","0,300337","0,261944","0,272149","0,278981","0,294217","0,291543","0,276881","0,301556","0,325671","0,308958","0,30288","0,309327","0,31702","0,299558","0,286628","0,301868","0,295832","0,315368","0,316188","0,303196","0,324429","0,272131","0,305747","0,282989","0,304111","0,302402","0,292573","0,290743","0,239986","0,243331","0,26259","0,242291","0,256817","0,238907","0,264634","0,252872","0,228336","0,258649","0,235902","0,261552","0,272677","0,269788","0,298264","0,308031","0,332283","0,312633","0,332315","0,344619","0,301652","0,268247","0,264387","0,296493","0,300762","0,295434","0,295889","0,299711","0,312756","0,312678","0,311319","0,312319","0,334093","0,321679","0,311918","0,335307","0,310531","0,330244","0,29804","0,320326","0,309001","0,316028","0,264002","0,283942","0,289857","0,278301","0,271889","0,292913","0,255697","0,28102","0,288319","0,302779","0,297643","0,295425","0,280651","0,278711","0,25599","0,261717","0,236099","0,24387","0,255126","0,24582","0,258919","0,244494","0,24885","0,280638","0,273072","0,263013","0,257092","0,2615","0,29403","0,308168","0,313347","0,308816","0,307814","0,316836","0,338517","0,272596","0,241782","0,262272","0,295761","0,296862","0,301751","0,312873","0,302842","0,303226","0,297832","0,307467","0,298633","0,311803","0,347198","0,279653","0,280191","0,287556","0,314807","0,333256","0,331564","0,324456","0,294044","0,300001","0,289008","0,306051","0,309307","0,326336","0,311986","0,255743","0,263997","0,250317","0,285284","0,260864","0,270981","0,257079","0,241295","0,254659","0,231455","0,224678","0,233548","0,254072","0,243985"
"0,310134","0,336866","0,27808","0,304399","0,31587","0,311882","0,290151","0,315634","0,299941","0,32997","0,331376","0,325545","0,315544","0,337085","0,26099","0,248118","0,285798","0,238358","0,257145","0,279795","0,290274","0,30476","0,308225","0,278018","0,294831","0,308091","0,332568","0,32275","0,315513","0,315385","0,328667","0,306605","0,330086","0,346089","0,342759","0,330113","0,356281","0,342911","0,359682","0,331664","0,35867","0,356705","0,311801","0,30039","0,303268","0,287204","0,294522","0,323119","0,291359","0,252861","0,251131","0,265261","0,270404","0,272193","0,273903","0,263255","0,28763","0,259099","0,287426","0,252315","0,261026","0,277559","0,293189","0,327937","0,33139","0,321069","0,340229","0,31135","0,340062","0,326514","0,28391","0,303017","0,329764","0,31443","0,318544","0,307863","0,341041","0,332879","0,34628","0,372913","0,325764","0,349082","0,359116","0,356618","0,328517","0,303761","0,324558","0,315605","0,319995","0,303251","0,311125","0,334249","0,3238","0,32085","0,337426","0,358026","0,339815","0,33246","0,285922","0,298143","0,268321","0,266024","0,278562","0,306554","0,29189","0,250412","0,26071","0,248033","0,257373","0,254447","0,285283","0,272543","0,260025","0,267875","0,279145","0,250239","0,264973","0,262651","0,290534","0,329811","0,307247","0,321909","0,32566","0,333211","0,338352","0,328892","0,265239","0,215662","0,255853","0,266044","0,270429","0,290386","0,278913","0,254161","0,278031","0,278963","0,29024","0,275954","0,273288","0,331277","0,309726","0,285511","0,325542","0,307578","0,288425","0,324031","0,329143","0,314479","0,279386","0,294036","0,299466","0,311492","0,296911","0,30825","0,250175","0,234717","0,240659","0,244139","0,260215","0,257782","0,279644","0,224694","0,240292","0,23208","0,22668","0,212439","0,23349","0,232152"
"0,297363","0,303695","0,297863","0,310803","0,312784","0,28999","0,295259","0,256941","0,275464","0,271134","0,282749","0,269136","0,281905","0,289377","0,299254","0,273365","0,278548","0,298793","0,310444","0,323079","0,293612","0,293779","0,308836","0,283497","0,287453","0,315985","0,310346","0,28478","0,311883","0,297189","0,337093","0,318759","0,308175","0,336395","0,33976","0,319507","0,32162","0,326149","0,319124","0,333737","0,331716","0,351088","0,269161","0,304725","0,29952","0,288086","0,291067","0,285719","0,300323","0,238104","0,280607","0,267849","0,274216","0,264394","0,289376","0,282565","0,243049","0,24768","0,254647","0,268653","0,253283","0,275945","0,259968","0,343766","0,319369","0,325393","0,334884","0,358474","0,368585","0,322034","0,31916","0,306677","0,323615","0,306277","0,309341","0,329643","0,318258","0,311773","0,332418","0,314272","0,317153","0,317984","0,335428","0,33819","0,320266","0,310267","0,336082","0,31706","0,312319","0,309906","0,323267","0,30322","0,313707","0,328595","0,317244","0,338121","0,330116","0,332328","0,287517","0,345886","0,315327","0,299368","0,319136","0,322388","0,352347","0,2355","0,244907","0,261007","0,262759","0,258082","0,26483","0,264864","0,216586","0,200213","0,228299","0,200824","0,232865","0,231403","0,231903","0,27835","0,277273","0,248302","0,278738","0,289757","0,271764","0,297673","0,220775","0,195386","0,226676","0,246727","0,250707","0,271592","0,267545","0,224146","0,249306","0,265045","0,269616","0,258531","0,277149","0,258805","0,227087","0,225603","0,230588","0,248019","0,26234","0,262689","0,254366","0,29213","0,276858","0,276599","0,280051","0,302539","0,312597","0,301447","0,225624","0,225094","0,253509","0,243882","0,25201","0,231486","0,263313","0,224763","0,237205","0,225846","0,220733","0,215902","0,210306","0,229549"
"0,263584","0,286784","0,293713","0,307861","0,272327","0,294633","0,270194","0,263448","0,25236","0,260524","0,247505","0,267432","0,283214","0,267736","0,290912","0,277239","0,278697","0,27268","0,274611","0,299461","0,312255","0,274383","0,235618","0,246203","0,251796","0,259834","0,251701","0,253433","0,276301","0,303702","0,273509","0,2906","0,322465","0,292852","0,328547","0,269572","0,264848","0,284493","0,245643","0,286394","0,278411","0,284658","0,26004","0,279371","0,285525","0,274959","0,275209","0,276789","0,299059","0,225839","0,229433","0,22477","0,22949","0,234844","0,247744","0,239519","0,217566","0,259398","0,257283","0,237094","0,233187","0,264748","0,247667","0,278219","0,266108","0,260896","0,289364","0,27786","0,305869","0,283785","0,29962","0,268885","0,307179","0,289825","0,311255","0,292244","0,322598","0,30718","0,296078","0,344107","0,2955","0,320092","0,330044","0,322943","0,278355","0,293125","0,272428","0,284395","0,301576","0,274199","0,277599","0,260938","0,286245","0,272712","0,283871","0,274323","0,266733","0,296673","0,273928","0,305036","0,269355","0,267854","0,295439","0,269725","0,318689","0,25822","0,271019","0,265992","0,252577","0,283251","0,251297","0,256842","0,194968","0,203976","0,182602","0,197257","0,192804","0,216574","0,184099","0,254049","0,258905","0,271547","0,267453","0,287685","0,244688","0,247368","0,233364","0,193519","0,221606","0,252548","0,241277","0,248893","0,24953","0,183152","0,208309","0,221866","0,197664","0,205381","0,24341","0,228347","0,203259","0,181233","0,219817","0,208749","0,225752","0,218773","0,202893","0,185076","0,220359","0,211007","0,214515","0,246066","0,226245","0,208185","0,175333","0,177903","0,190654","0,208993","0,189341","0,173211","0,201221","0,174637","0,181195","0,157471","0,190129","0,210628","0,190556","0,185316"
"0,230499","0,230335","0,257875","0,238821","0,2475","0,265737","0,243342","0,214523","0,214118","0,227534","0,215335","0,212088","0,234379","0,200422","0,221388","0,212623","0,212634","0,220626","0,229244","0,233192","0,226576","0,257306","0,258353","0,226443","0,267709","0,238255","0,215517","0,235341","0,257241","0,252102","0,271618","0,256499","0,261156","0,263854","0,260642","0,261736","0,234446","0,267162","0,240445","0,243592","0,271477","0,248749","0,234575","0,257083","0,243767","0,258849","0,254937","0,236945","0,24273","0,185925","0,197667","0,212388","0,195492","0,19436","0,2283","0,18595","0,20202","0,201428","0,234434","0,233047","0,240493","0,20569","0,234679","0,219424","0,241953","0,271128","0,244385","0,249426","0,248759","0,258776","0,245099","0,23228","0,23741","0,226035","0,259683","0,235052","0,240334","0,252229","0,228195","0,229529","0,223277","0,255845","0,25291","0,245273","0,250627","0,292784","0,292236","0,273834","0,279427","0,276047","0,290751","0,227296","0,232362","0,243873","0,221013","0,238052","0,255213","0,261417","0,240303","0,225111","0,25204","0,231941","0,258131","0,22949","0,266303","0,2297","0,23527","0,209611","0,223032","0,223184","0,220084","0,21862","0,184235","0,201169","0,202894","0,229962","0,231992","0,19706","0,210027","0,235894","0,25107","0,242259","0,2449","0,2271","0,226476","0,228294","0,172545","0,177341","0,208959","0,204594","0,243698","0,222164","0,235559","0,215812","0,200283","0,206883","0,23032","0,222445","0,227069","0,235063","0,192232","0,180164","0,203448","0,212676","0,237667","0,195712","0,208817","0,194772","0,188173","0,199691","0,215956","0,215801","0,232135","0,208795","0,160946","0,170244","0,168702","0,185698","0,171812","0,178442","0,176672","0,155691","0,167272","0,159114","0,148012","0,173601","0,177923","0,174001"
"0,162154","0,202912","0,203511","0,187788","0,185793","0,203715","0,207216","0,20704","0,202804","0,190364","0,173551","0,202741","0,213629","0,20219","0,233112","0,220829","0,22754","0,21686","0,21559","0,224813","0,224374","0,17758","0,205406","0,216086","0,210751","0,209962","0,218928","0,239738","0,201497","0,227622","0,203641","0,232398","0,233914","0,20659","0,250191","0,221436","0,210637","0,220739","0,211703","0,218618","0,22914","0,239469","0,193681","0,178907","0,192794","0,219066","0,180283","0,203037","0,180065","0,170665","0,180056","0,161352","0,188263","0,147874","0,190119","0,171937","0,180082","0,203933","0,206637","0,202306","0,210158","0,19605","0,208918","0,219007","0,205675","0,215138","0,222326","0,222199","0,221194","0,21105","0,177352","0,200829","0,155007","0,189812","0,193388","0,194997","0,202908","0,227664","0,183598","0,209282","0,205463","0,218709","0,236703","0,222583","0,205047","0,200861","0,222252","0,176217","0,179321","0,194167","0,194577","0,193089","0,202131","0,195747","0,217924","0,195758","0,218347","0,199029","0,216337","0,210719","0,236483","0,232353","0,231256","0,195441","0,229659","0,191411","0,188289","0,180062","0,180137","0,1922","0,179704","0,181881","0,20208","0,211739","0,215239","0,213582","0,21469","0,205077","0,197973","0,218884","0,215263","0,214708","0,189701","0,203113","0,214228","0,219444","0,185102","0,159372","0,164134","0,187205","0,195291","0,178969","0,197912","0,194182","0,182473","0,196628","0,211389","0,199373","0,190778","0,207569","0,201834","0,197861","0,202798","0,202315","0,2226","0,222648","0,222921","0,220257","0,235499","0,221146","0,224601","0,2357","0,231173","0,219171","0,179635","0,168164","0,147512","0,1528","0,177677","0,197765","0,165104","0,140216","0,177681","0,163057","0,171094","0,160739","0,187286","0,168542"
